gene_transcript,gene,Non-targetting,replication,umap1,umap2,HBZ,SLC25A37,SPI1,CSF3R
10832_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.35549,-0.53201926,-0.19835766,-0.018391035,0.018149845,-0.027531834
10833_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.2738905,-3.2141402,-0.0363275,-0.04789869,0.015146031,0.050451934
10834_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.702703,0.56623673,-0.13121407,0.041283526,0.09703619,-0.012518386
10835_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.6204267,-0.62411934,-0.016271433,0.004136059,0.03336884,-0.0045260573
10836_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.39251,-3.4548655,0.11744706,0.014026256,-0.015023644,0.025448078
10837_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.44512,-1.2093356,-0.24816199,-0.067211576,-0.02557946,-0.014425073
10838_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.6617374,-2.1153483,0.24120092,0.050137304,-0.016646082,-0.006501112
10839_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.9122024,-2.5989752,0.16237631,0.016478276,-0.010073566,-0.009957627
1083_NEPRO_P1P2_ENSG00000163608,NEPRO,targeting,non-replication,-4.609317,-1.0843321,0.190394,0.05708815,-0.05064525,-0.012071429
10840_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.679008,-0.47783682,-0.15953778,0.034620058,-0.027239503,-0.01391775
10841_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.926088,-1.4820062,-0.15010257,0.004468453,0.015776321,0.0088941865
10842_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.2958593,-3.3026748,0.4800345,0.09614225,0.026058633,-0.04685533
10843_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.280253,-1.9811403,-0.06199123,0.00527018,-0.005521833,-0.035154566
10844_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.006162,0.5243937,-0.5002587,-0.10417786,0.048173144,-0.002779131
10845_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.004049,-0.6319032,-0.09688759,-0.05005084,-0.0075350367,-0.0027056527
10846_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.346924,-2.2184618,-0.035100836,-0.057906386,-0.050443955,-0.0069509274
10847_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.553077,-2.4953916,0.010684407,-0.029003348,0.016511729,-0.01029181
10848_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.5152745,-2.197972,0.057303485,-0.02253472,0.032088615,-0.018768884
10849_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.081118,0.2973512,-0.06035566,0.008525052,0.046046175,-0.0012292217
10850_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.118799,-2.7049916,0.07475077,-0.07019578,-0.023127833,-0.025993746
10851_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.3806486,0.6718608,-0.19659913,-0.12060977,0.06509098,0.036474295
10852_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.2769,-1.6765707,-0.04939301,-0.046992376,0.062416036,0.0093580205
10853_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.013887,-0.63601696,-0.4087677,0.0014491545,-0.0017092624,0.0841602
10854_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.6946344,-2.5174189,0.17369507,0.078068174,-0.0028724207,0.020780846
10855_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.6431456,-3.4201152,0.03547541,0.06650003,-0.034934595,-0.0285668
10856_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.337122,-3.060103,0.29664358,0.016849505,0.017328309,-0.026441174
10857_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.6647863,0.7637423,-0.15546417,-0.05445051,0.16002996,0.07719322
10858_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.802154,-0.57291996,-0.26142943,-0.065036,-0.09143251,-0.0573648
10859_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.116742,-3.1660674,0.30665505,0.04356716,0.01883889,0.020201974
10860_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.425693,-2.682822,0.0762321,-0.06266004,0.004465206,0.016392948
10861_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.9513726,-0.43140313,-0.13265555,0.013620816,0.016502103,-0.027350066
10862_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.426922,0.0014146755,-0.22957407,-0.09525096,-0.01864936,0.014642434
10863_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.49498,-2.5493867,0.01339951,0.0053406837,-0.005385972,-0.018644609
10864_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.691745,-3.262385,0.023994122,-0.016169837,-0.046574894,0.025851201
10865_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.2258573,-0.9124905,-0.028059589,0.011390301,-0.03531029,0.032645896
10866_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,4.6466894,-0.14764187,0.19346546,0.0015886568,0.100141644,-0.03658292
10867_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.185296,0.8175879,-0.19073254,0.030820727,-0.008943607,-0.042084556
10868_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.4956694,-1.3201624,-0.13529582,0.008683472,0.00022823551,0.024500398
10869_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.381138,-0.0044472152,-0.23897646,-0.046269022,0.035442352,0.03506963
10870_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.0651917,-3.331746,0.18149732,-0.053200614,-0.02079508,0.014701166
10871_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.717511,-0.6474357,-0.10463359,-0.06264845,-0.019189317,0.00821168
10872_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.654712,-0.6955655,-0.1069697,0.12508895,0.009277238,0.019762505
10873_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.6106176,-3.149474,0.1922989,-0.0016684508,-0.081632555,-0.014917824
10874_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.293007,-2.4301116,0.12458892,0.13918486,-0.00813125,-0.016772695
10875_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.0479865,-0.54725105,-0.108151615,0.16780666,-0.05994516,0.137774
10876_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.7877173,-1.362054,-0.08219459,-0.041334536,0.05032615,-0.03337842
10877_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.87475,-1.1930419,-0.25909662,-0.01751498,0.05437214,-0.008954085
10878_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.0985546,-3.4900832,0.07325795,0.00795746,-0.024629507,0.023632811
10879_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.467416,-0.89073205,-0.22473292,-0.035177186,0.025750788,-0.033066045
10880_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.9029894,-1.1973041,0.061669,0.0038103834,-0.036242545,0.025091257
10881_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.78001,-2.480096,-0.08462014,-0.09909206,-0.002840638,-0.048499893
10882_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.172369,-1.0284897,-0.24787496,0.02684725,-0.08573216,0.022967
10883_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.5953975,-1.2873245,0.13178156,-0.028193679,-0.12813862,-0.049466826
10884_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.1691155,-0.6262052,-0.23550335,-0.07916322,0.00724175,0.0033594824
10885_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.356916,-1.8482238,0.10120638,-0.0053738407,-0.039699398,0.008136767
10886_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.59136,0.22296327,0.22712284,0.036011353,0.0147978505,0.033706885
10887_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.1864896,0.07287849,-0.1863906,-0.0037618326,-0.047651235,-0.0017680522
10888_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.7198434,-2.2687423,0.18959577,-0.001669961,0.036599874,-0.018230919
10889_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.4712744,-2.3766007,0.1252376,0.03643683,-0.034483604,-0.038246077
10890_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.4904075,-3.1979594,0.33134586,0.08294015,0.004664791,-0.020491663
10891_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.565659,-2.4726944,0.07514776,-0.0011384668,0.010490142,-0.017722823
10892_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.209609,-0.19628327,-0.008050187,-0.024488982,0.08442267,0.014299299
10893_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.887546,-0.4184379,-0.24201262,-0.08735655,0.016586978,-0.010775083
10894_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.351897,-0.8929911,-0.13259137,-0.015744882,-0.024910646,-0.00071788597
10895_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.141529,-2.4493024,0.3096534,-0.081751354,-0.01258353,0.034326117
10896_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.1851826,-1.5030425,0.038029693,0.036495768,-0.03161759,-0.008903864
10897_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.285715,-1.985231,-0.11964434,0.012759501,0.0021587522,-0.07318598
10898_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.342927,-1.1292231,-0.12731583,-0.051746555,-0.001088217,0.026007859
10899_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.307265,-0.3484895,-0.23148957,-0.02760705,0.06499995,0.0003336279
10900_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.877894,-0.60969746,0.2249866,-0.06541015,-0.029085211,-0.005749275
10901_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.334852,-0.5038434,-0.02136628,0.032182835,-0.047251444,-0.009206419
10902_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.668474,-2.8393705,0.05750611,-0.010427243,0.023949755,0.023871625
10903_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.561016,-0.84935933,-0.042227775,0.05074783,0.015263035,0.030045291
10904_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.572388,-0.115045704,-0.06151025,0.08420715,0.037000526,-0.0038114355
10905_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.439053,1.4676424,-0.689848,-0.08831079,0.085559085,0.007967955
10906_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.319998,-0.652451,-0.2731383,-0.07509247,-0.03661277,0.006439723
10907_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.565664,1.0217535,-0.5797214,-0.10204001,-0.03047134,-0.023889089
10908_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.186799,-2.389439,0.02303724,-0.0385578,-0.0024905538,-0.0037484108
10909_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.8955226,-3.1876314,-0.07589908,-0.13004284,-0.034462407,-0.0068794363
10910_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.444039,-2.6513493,0.068190485,-0.013988431,0.0031626788,-0.011599351
10911_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.9471583,1.4355222,-0.74194235,-0.056513116,-0.062050264,-0.008796282
10912_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.589424,-0.37209606,-0.17999218,-0.1294167,-0.0020865493,0.00061012805
10913_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.1679997,-2.980052,0.3403583,0.0766755,0.055203397,0.0064144335
10914_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.9826274,-2.6882725,0.07810447,-0.026698418,-0.0823543,0.012656685
10915_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.76411,-0.3611597,-0.31982884,-0.03613694,-0.0043522017,0.0039139767
10916_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.4214325,-3.715822,0.24566907,0.085128635,-0.07315582,-0.04053998
10917_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.697539,-1.5013354,-0.02746536,0.008073348,-0.06335322,0.0069803195
10918_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.900445,0.9417391,-0.74238443,-0.16496068,-0.11434153,-0.05455941
10919_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.279712,-0.67128724,-0.13574389,-0.053750526,0.022296248,-0.013756637
10920_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.370112,-2.5682292,0.42662442,0.14828281,0.011338348,0.05129354
10921_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.055395,-0.9906055,-0.054889027,-0.0764332,0.052328534,-0.017894426
10922_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,3.6568136,-4.9854603,0.25252107,0.076675504,0.071361616,0.06413964
10923_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.115341,0.5993954,-0.5199777,-0.08724767,-0.0059483745,0.006146776
10924_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.636722,-1.8040276,-0.38886797,0.06299942,0.07591962,-0.12972093
10925_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.849809,-1.5842414,-0.17282854,-0.011199519,0.003862891,-0.0038848915
10926_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.1782274,-1.1590865,-0.08380216,-0.037017114,-0.018235961,-0.027721118
10927_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.5021873,-3.4085739,0.30786553,0.03004055,0.004148059,-0.020662585
10928_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.889525,0.5606579,-0.024587551,0.037441026,0.01384955,-0.10373547
10929_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.789656,-0.8939289,0.08928146,-0.017117657,-0.048473172,-0.0032246553
10930_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.010082,-1.31726,-0.1520236,0.14829904,0.07102666,0.021053607
10931_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.10952,-2.5682433,-0.04694538,0.0024626772,-0.0066709886,-0.012026264
10932_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,10.322532,-1.1308484,-0.56425446,-0.064565815,-0.079925545,-0.011404517
10933_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.305205,0.53987855,-0.16791023,0.012380934,0.044116426,-0.006171105
10934_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.067769,-1.9228966,-0.11091117,-0.04983065,-0.015682835,0.0011385309
10935_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.5369,-2.4844453,0.21680886,0.09287749,0.019976938,-0.047008954
10936_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.690644,-1.8949386,-0.016078103,-0.114590615,0.03232522,0.03455759
10937_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.1012993,-0.05654626,0.043329183,-0.021010138,0.07861612,0.022581447
10938_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.0182753,-0.8820251,0.013700099,-0.0091456575,0.04879353,0.007666334
10939_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.0421185,-0.3352037,-0.115216956,0.039400946,0.060599193,0.05434489
10940_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.011723,-1.1648725,-0.23071617,0.03938141,-0.030507313,-0.010146107
10941_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.5466294,-1.2704719,-0.04291676,-0.03608387,0.046617877,0.001695158
10942_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.9607415,-1.39462,-0.10869107,-0.06564851,-0.017540976,-0.020348474
10943_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.752564,-1.2977748,-0.4720601,-0.107584134,0.03863544,0.0056056394
10944_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.508481,-0.41958737,-0.1664909,-0.041755438,-0.003190069,-0.010604889
10945_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.461839,-1.927931,-0.12136556,-0.022989647,0.012236742,0.0006228858
10946_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.1496124,-0.4966304,-0.024245236,0.021071076,0.03195201,0.0072041075
10947_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.303565,0.5037896,-0.3274122,-0.0450204,-0.008594785,-0.0054406608
10948_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.756291,-2.5833893,-0.063961126,-0.06715754,-0.103676066,-0.0046963943
