logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	nlogpval
CCNI	-0.233876447146224	7.30417258101418	-1.54690268104495	0.131907944865737	0.178790301029999	-6.59102339690299	CCNI	0.747656044395812
NAP1L1P3	-0.597393823386301	1.93583140075143	-1.54744417793453	0.131777570997076	0.178671191779901	-5.64117763972423	NAP1L1P3	0.747945465734982
TRMT61B	-0.616369728894542	2.09202079513448	-1.55005881047014	0.131149529481624	0.177919333661113	-5.639673343832	TRMT61B	0.749776856603452
FDXR	-0.586598485161501	3.57726024010741	-1.5517383402002	0.130747386891079	0.177433456181333	-5.87173564469193	FDXR	0.750964487858254
HAUS3	-0.530616319428193	2.09949397412976	-1.55210674887352	0.130659310208636	0.177373604760456	-5.69599513651301	HAUS3	0.751111007727383
AL021546.6	-0.309353556017303	5.67931072381296	-1.55231685218065	0.130609101721075	0.177345235629121	-6.48310568846104	AL021546.6	0.751180474334841
EFCAB14	-0.330448559522947	4.88545757105187	-1.55322623159975	0.130391967770226	0.177090146126544	-6.40273249162576	EFCAB14	0.751805603699409
NAIF1	-0.67915847466947	1.52821285428852	-1.55360681266804	0.130301183019074	0.176986711832283	-5.5377811031185	NAIF1	0.752059339257127
TAF10	-0.292051660053019	4.6153759607555	-1.5546443754371	0.130053941351332	0.176670716692015	-6.29232376558538	TAF10	0.752835429174537
SPA17	-0.376929069276305	4.52598668967698	-1.55701122456139	0.12949137125227	0.175965758958307	-6.26220056826344	SPA17	0.754571832993844
ZXDC	-0.763506370600994	1.31287293408395	-1.55766930627818	0.129335305959327	0.17577342064396	-5.56730266950718	ZXDC	0.755046795589705
DUS2	-0.452330274109093	2.33532513954502	-1.55877438062692	0.129073580023149	0.175437424672596	-5.78605982547933	DUS2	0.755877756494063
ARL5A	-0.298382258098407	4.25425804051819	-1.55928493967677	0.128952804894345	0.175312649368213	-6.25572616037969	ARL5A	0.756186747040141
YTHDC2	-0.52600786502635	2.94049524684369	-1.55953869584418	0.1288928119333	0.17525077721403	-5.91321549593818	YTHDC2	0.756340047318416
RPL15P20	-0.572813130738482	2.3945692170763	-1.55982103575312	0.128826087929512	0.175179738176764	-5.73377475412621	RPL15P20	0.756516127088596
RP11-446N19.1	-0.672711212335098	1.05232689097467	-1.56087049840873	0.128578320160905	0.174882123442409	-5.52447561659956	RP11-446N19.1	0.757254582099986
UNC119B	-0.408662396725993	3.19546465383573	-1.56428644871441	0.127774535129105	0.173827953861416	-6.0433124883539	UNC119B	0.759880381906025
SECISBP2	-0.396164705856104	3.21886342534594	-1.56582319533767	0.127414271513104	0.173376824421463	-6.0449130653981	SECISBP2	0.761008955871045
MYO5A	-0.727930702261105	2.30596509667357	-1.56665120804287	0.127220501931399	0.173152096937561	-5.54159549973372	MYO5A	0.761572244611793
TTLL4	-0.657471817220763	2.04158694920547	-1.56757252970643	0.127005178974211	0.172897926737195	-5.64406106240785	TTLL4	0.76221021442992
SNX24	-0.345882581239764	3.75108688130967	-1.56848853790396	0.126791392651344	0.172626309909307	-6.06327529154319	SNX24	0.762893012921782
ZBTB6	-0.598671795101473	2.01652876414342	-1.56894726901492	0.12668444020332	0.172519515068689	-5.58850923541876	ZBTB6	0.763161771273179
FBXO46	-0.463230646856002	2.4635434032027	-1.569198745263	0.126625840152605	0.172459121180266	-5.71920800180861	FBXO46	0.763313831313973
ELMSAN1	-0.377907151357353	3.94635479408095	-1.56922820932063	0.126618975762116	0.172459121180266	-6.10194515780577	ELMSAN1	0.763313831313973
NAPEPLD	-0.433121522815141	2.78476294016782	-1.57059665600569	0.126300496246708	0.172054745590613	-5.85973515626543	NAPEPLD	0.764333344226466
COX11	-0.398461167174169	3.73555004776981	-1.57289560961719	0.125766931445045	0.171366471953214	-6.11531211567203	COX11	0.766074144315143
EIF2B4	-0.352507062990593	3.74660736641966	-1.57296349174188	0.125751204684536	0.171364338726078	-6.08991703269353	EIF2B4	0.766079550591702
LTBR	-0.366146409403967	4.13072317112114	-1.57312404443	0.125714014631505	0.171332953154166	-6.19483951497712	LTBR	0.766159099400832
P4HTM	-0.807044337682587	0.960016500590676	-1.57335907256892	0.125659589456984	0.171278068486028	-5.47907365425098	P4HTM	0.766298243253258
MTRF1	-0.593807333405705	2.05381572411455	-1.57435767253833	0.125428559451428	0.171038065450834	-5.55603401737958	MTRF1	0.766907224253977
AC011893.3	-1.09226603062609	1.54338568555688	-1.57446786496599	0.125403087272678	0.171024767168564	-5.17158515170614	AC011893.3	0.766940992147246
AC068831.15	-0.518937441809104	2.02279409206515	-1.57495534233303	0.125290452268949	0.170890415115707	-5.67556058651133	AC068831.15	0.767282295261086
RP11-127L20.5	-0.814757707203638	0.473793873877086	-1.57547979684992	0.125169365749449	0.170782826350419	-5.24872902874904	RP11-127L20.5	0.767555803414216
YBX1P6	-0.733326468596763	1.33791291255579	-1.57964636854285	0.124210778002552	0.169570693209486	-5.47613079135172	YBX1P6	0.770649204421321
VIPAS39	-0.384861706058599	3.38782408293268	-1.57999215202043	0.124131495374907	0.169481577968154	-6.00086194448424	VIPAS39	0.770877501128024
LRG1	-0.240550046771881	5.62337106937569	-1.58048203725914	0.12401924337266	0.169347423160975	-6.45085692389488	LRG1	0.771221407318635
C11orf73	-0.300926349025004	6.72290089919939	-1.58131543087626	0.123828470847439	0.169106006740195	-6.52154267819922	C11orf73	0.771840965744724
FAM133B	-0.249166854741321	5.32088118179752	-1.5815330795875	0.123778688331608	0.16905710016939	-6.41308328141731	FAM133B	0.771966584734752
RP11-272G22.3	-0.582875536088812	2.58122922114096	-1.58184829527504	0.123706618473375	0.168977739038979	-5.67507304339784	RP11-272G22.3	0.772170505145612
SWSAP1	-0.652549160271249	2.4447620460877	-1.58335936079638	0.123361610140687	0.168525496084043	-5.57553481525755	SWSAP1	0.773334385766115
COIL	-0.288827923395742	5.76085980289718	-1.58405259533937	0.123203593685727	0.168347638571701	-6.44496236514266	COIL	0.77379297112307
MFAP1	-0.257815501592676	5.54557065389736	-1.58412669229577	0.123186713768838	0.168343582531531	-6.42964296790382	MFAP1	0.773803434810592
PGD	-0.218480784852732	6.93455687242372	-1.58489482512741	0.123011838082333	0.168142579084414	-6.52573608949106	PGD	0.774322295365751
ADCY3	-0.599004551840917	1.69261533473336	-1.58492973958485	0.123003894171495	0.168142579084414	-5.55629549921737	ADCY3	0.774322295365751
BAG4	-0.778303467871367	1.9845079051076	-1.58530445250957	0.122918664062935	0.168053186512888	-5.59712809566766	BAG4	0.774553248312958
WDR35	-0.727966400880292	1.70013091027074	-1.58612107812743	0.12273308646574	0.167818427042025	-5.59625306355528	WDR35	0.775160353857214
RECQL5	-0.635894575011279	1.57454153465709	-1.58850818564171	0.122191933151242	0.167154033807729	-5.58063527715201	RECQL5	0.776883138429477
LLPH	-0.268876731848097	7.00600575909542	-1.58997589828536	0.121860176627909	0.166756756459835	-6.51499736988816	LLPH	0.777916560807043
ABCB9	-0.859807527632899	1.15576482203416	-1.59070962538754	0.121694604514963	0.166567855359752	-5.30115670321528	ABCB9	0.778408805971459
SRSF10	-0.234808562133606	6.64638664456001	-1.59890774844824	0.119857136124901	0.164257214524057	-6.50234250845477	SRSF10	0.784475546217633
MPZL1	-0.609916653215497	2.68616072163853	-1.59951503991854	0.119721933020104	0.164090509851203	-5.64542715427052	MPZL1	0.784916535573575
ZNF451	-0.345669528335144	4.4053493193396	-1.60031599586921	0.119543805331302	0.163883492501879	-6.24600900598541	ZNF451	0.78546478942153
MUC12	-0.955873757880297	0.694543198290671	-1.60215345196494	0.119135988624911	0.163342918462503	-5.08618797389169	MUC12	0.786899689099925
BTAF1	-0.445567653267789	3.1025401243303	-1.60270868872718	0.119012980929543	0.16319275719302	-5.92349297246577	BTAF1	0.787299119974962
RP11-637O19.3	-0.593588518608435	2.18212242681223	-1.6040861844952	0.118708259678035	0.162813775682996	-5.53441403972227	RP11-637O19.3	0.78830885221092
RBMXP2	-0.649138906641311	1.59722696133075	-1.6045000717872	0.118616827407493	0.162723299904555	-5.47073255446811	RBMXP2	0.788550257170793
CTDNEP1	-0.409848063707887	4.09342254849232	-1.60456731770309	0.118601977509711	0.162723299904555	-6.13878881007312	CTDNEP1	0.788550257170793
SNRK	-0.406342856482673	3.68070295349486	-1.60557085479762	0.118380548168542	0.162491267398767	-6.07722518195057	SNRK	0.789169973900093
LYRM1	-0.306910662039241	4.86210333328273	-1.60591855333996	0.118303908185837	0.162404491543598	-6.27418721968769	LYRM1	0.789401963853307
KIAA1586	-0.426187127251759	4.24570415531184	-1.6069220377368	0.118082948090286	0.162137950169131	-6.1304189568116	KIAA1586	0.790115321856935
HEBP2	-0.331281932720447	4.92804149141412	-1.607952777273	0.11785634001085	0.161863530867245	-6.28392025999817	HEBP2	0.790850990204214
TSSC4	-0.618012557942511	2.51660323431866	-1.60814826081248	0.117813403327924	0.161822927771987	-5.66487418229028	TSSC4	0.79095994564452
KDELR3	-0.664259821915126	2.54332535761821	-1.609940537265	0.11742034092393	0.16131965775664	-5.63039404614435	KDELR3	0.792312708029163
ACOT13	-0.220603870157649	6.38731860870602	-1.61034395920572	0.117332015767183	0.161216614374779	-6.46709208098501	ACOT13	0.792590203477137
ANAPC11	-0.284458754125943	7.50176642257435	-1.61045828985688	0.117306994170519	0.161200537867074	-6.49488108765623	ANAPC11	0.792633513447104
RGP1	-0.687595467091732	1.75188811055486	-1.61145233223212	0.117089630083548	0.160938393189574	-5.5325973167627	RGP1	0.793340338987596
TYRO3	-0.996078744829268	1.49465874613096	-1.6119939337922	0.116971339358321	0.160812335557265	-5.41664271261798	TYRO3	0.793680640544196
UBE2V2	-0.369893858688906	8.42467682031641	-1.61225292058843	0.116914809050102	0.160752880844822	-6.49308280520323	UBE2V2	0.793841235363003
ZDHHC24	-0.565196705960168	2.22623229249662	-1.61335517989706	0.11667446501989	0.160440647864282	-5.66163594875451	ZDHHC24	0.794685592992343
RP11-512M8.5	-0.448645734728664	2.73823584848347	-1.61544968257743	0.116218886443638	0.159886851393186	-5.74039500954305	RP11-512M8.5	0.796187249838376
RP11-677I18.3	-0.49482525911386	3.23806178533055	-1.6160197109615	0.116095152610636	0.159734785871667	-5.84822693821838	RP11-677I18.3	0.79660049609061
RPL37AP1	-0.743788919804961	1.19373395372448	-1.61704153100502	0.115873621738164	0.159502524929305	-5.35552069012605	RPL37AP1	0.797232437658932
GGCX	-0.293817929128468	5.38443863756653	-1.61756414431138	0.115760453708068	0.159364874894349	-6.37395770055999	GGCX	0.797607393859293
PCMT1	-0.242336524013025	6.26034958012776	-1.61780075827174	0.115709246669951	0.159312503578687	-6.43003512704624	PCMT1	0.797750137430963
JPX	-0.275692649123265	5.26018173688065	-1.61804633543196	0.115656119592674	0.159274870811965	-6.36196100891556	JPX	0.797852738502542
PDCD6	-0.222457316504767	6.64375468512869	-1.61824212353633	0.115613778061977	0.159235411828817	-6.46889106208442	PDCD6	0.797960344565294
PRPSAP1	-0.375165685856512	4.41722171227403	-1.61993522713223	0.115248156688467	0.158749908262623	-6.24749083615211	PRPSAP1	0.799286517003219
SGPP1	-0.747097918657886	2.57397178165396	-1.62048814472269	0.115128962210413	0.158603776378439	-5.66135951063391	SGPP1	0.799686476282019
RPL32P29	-0.323301464981231	3.85057365502841	-1.62139082354884	0.114934586831505	0.158408136133034	-6.2041877136864	RPL32P29	0.800222516010816
RHOT2	-0.460272136504626	2.42011243084319	-1.62239207284099	0.114719302724323	0.158165464539938	-5.73917499547824	RHOT2	0.800888338771877
MSNP1	-0.936458564305677	0.818817439647501	-1.62447155729681	0.114273243941315	0.157631813600828	-5.19410779241136	MSNP1	0.802356127728697
SYNPO	-1.13642962082558	1.10432338295116	-1.62609490740336	0.113926023442884	0.157215054131867	-5.24615214887465	SYNPO	0.803505870425301
CTB-79E8.3	-0.309386944500728	4.59473282252596	-1.62722660447069	0.113684478724658	0.156899621013582	-6.20444795501856	CTB-79E8.3	0.804378105437339
RP11-162A23.5	-0.375150130294936	4.15782389097133	-1.62725429406112	0.113678574075915	0.156899621013582	-6.00387187493511	RP11-162A23.5	0.804378105437339
ZMYM4	-0.348448811140307	4.63026198533934	-1.62914862517199	0.113275219401194	0.15640614216954	-6.19139851691488	ZMYM4	0.805746195918371
TEC	-0.649911938063233	2.11026860050468	-1.63053628545026	0.11298049931913	0.156070436331141	-5.46263128433931	TEC	0.806679355452767
AC242988.1	-0.303157668529639	8.99640600288992	-1.63328858200192	0.112397823110118	0.155336461564132	-6.45822459268756	AC242988.1	0.808726591937211
PRKRIP1	-0.311836817910417	4.23181924737038	-1.63475182379138	0.112089059347615	0.154998252447204	-6.14075102014368	PRKRIP1	0.809673198325286
FTSJ1	-0.583563027060701	1.98863632567879	-1.63657755369193	0.111704789308435	0.154484532048157	-5.56120696301201	FTSJ1	0.811114998326053
RP13-444K19.1	-0.463497023641512	3.85745058396458	-1.63743341444986	0.111525027633575	0.154253555765675	-5.91246635060229	RP13-444K19.1	0.811764816068705
SRP68	-0.22827741081513	6.04864265812918	-1.63752757069488	0.111505266038132	0.154243852803777	-6.37751537685529	SRP68	0.811792135214312
SLTM	-0.248527863591397	6.44077382241705	-1.64371136284214	0.110213734470328	0.152596842199707	-6.4068367217446	SLTM	0.816454453467849
SPIRE1	-0.438748769344375	3.70924387374837	-1.64382495643106	0.110190125939628	0.152581612769818	-5.93074747979427	SPIRE1	0.816497798974461
CDYL	-0.4957288976603	3.083530709933	-1.64407977267914	0.110137181870864	0.152525753927595	-5.81751587110906	CDYL	0.816656819633164
SLC1A3	-0.386731257143151	3.95407239686831	-1.64413897155771	0.110124884927567	0.152525753927595	-5.93939264204679	SLC1A3	0.816656819633164
DIEXF	-0.319743907902127	3.96161251101931	-1.64500441468804	0.109945242635713	0.152329532499677	-6.04134011238898	DIEXF	0.817215890765853
PSMC6	-0.283478249060247	6.31355371897719	-1.64578737590257	0.109782930521412	0.152122207974305	-6.4007344503644	PSMC6	0.817807379657393
KLHL7	-0.412337371487395	3.37747792058968	-1.64622798863463	0.10969167642661	0.152013167251306	-5.83509731667463	KLHL7	0.818118792207117
ZNF66	-1.03573621356382	0.771768204496841	-1.64718610564355	0.109493460330442	0.151755854250221	-5.11878127153303	ZNF66	0.818854546252535
ECI2	-0.312939845403295	4.97347057539799	-1.6472867235644	0.109472661637238	0.151744407614229	-6.22450875207466	ECI2	0.818887305439096
RPRD1B	-0.453520658925655	2.96087774764071	-1.64820910443473	0.109282149154221	0.151497684375671	-5.8088237686025	RPRD1B	0.819594005251142
PLCD3	-0.968831892613871	1.1675693912284	-1.65109651656006	0.108687546427751	0.150794313153201	-5.14531133556454	PLCD3	0.821615036534907
ISL2	-0.696636206154627	2.538960654568	-1.65183406835911	0.108536093793976	0.150601452929813	-5.63467173672824	ISL2	0.822170838252471
ESRRA	-0.31975602732296	4.70718118694957	-1.65316422719086	0.108263394705432	0.150274757895209	-6.20217939380078	ESRRA	0.823113963042323
ASRGL1	-0.630404122833966	2.36117660849157	-1.65328070116579	0.108239543180039	0.150258886316582	-5.46753443366586	ASRGL1	0.823159834372577
TRUB2	-0.437277228027281	4.15271309228237	-1.65391682451279	0.108109354828795	0.15011259928666	-6.00918611406787	TRUB2	0.823582854918383
CRYZL1	-0.331347461692324	4.96040200456888	-1.65394957571578	0.108102655519246	0.15011259928666	-6.21761564230303	CRYZL1	0.823582854918383
CXorf40A	-0.370679059850858	4.02872754113176	-1.65460319731208	0.107969028217527	0.15000381291163	-6.02625483829031	CXorf40A	0.823897701574753
SH3BP5L	-0.534026627680541	2.85964538612433	-1.65679141520327	0.107522663109073	0.149435137967484	-5.69972268154959	SH3BP5L	0.82554727112096
TRIM35	-1.07274740151304	0.874633843103732	-1.65741140476004	0.107396472964658	0.149276903209892	-5.21734048938837	TRIM35	0.826007383061707
FAM133DP	-0.279571342766495	5.66925215496829	-1.65829594549507	0.10721665001523	0.14907832722444	-6.33697426551224	FAM133DP	0.826585489014997
ANP32BP1	-1.05306896705094	0.0944033821337348	-1.65849142749394	0.107176943197776	0.149040242431199	-5.15351795753069	ANP32BP1	0.826696451681016
MRPL28	-0.312033806264113	5.74510131053424	-1.65871191126168	0.107132172609119	0.148995106395007	-6.30591940151328	MRPL28	0.826827995349779
POLR3F	-0.486925598858012	3.09601716405541	-1.65871491287787	0.107131563219609	0.148995106395007	-5.76556374419462	POLR3F	0.826827995349779
ALDH9A1	-0.236874427047157	6.11707370467695	-1.65888129944593	0.107097787843253	0.148981530140384	-6.36962012846175	ALDH9A1	0.826867569542846
MRPL45P2	-0.580187045179008	2.68900402418342	-1.66317128739288	0.106229997444553	0.147825344880006	-5.68119356612326	MRPL45P2	0.830251099108435
MTX2	-0.33374825280078	4.42752539771874	-1.66335639178521	0.106192685912555	0.147790418887617	-6.15931033755814	MTX2	0.830353719927073
HEMK1	-0.698009684335995	1.33900512429708	-1.66601996277059	0.1056569943197	0.147112563371614	-5.45512165166266	HEMK1	0.832350237061864
ANKRD19P	-0.54885355967313	1.77000305813643	-1.66686026014238	0.105488462503067	0.146911714207575	-5.51153834783403	ANKRD19P	0.832943573761288
MFN1	-0.429000909050219	3.77883171577348	-1.66836023947231	0.105188179218097	0.146527242629007	-5.87528273596747	MFN1	0.834081622930821
RP1-100J12.1	-0.834191940553713	1.05954271974469	-1.66941289929717	0.10497787042735	0.146284800787813	-5.21219990968258	RP1-100J12.1	0.834800795384558
CTC-459F4.3	-0.426196772854049	3.46432219565526	-1.66958720952027	0.104943079122849	0.146253161403385	-5.89619407321875	CTC-459F4.3	0.834894737449502
C1D	-0.328673606164639	5.12011592701174	-1.67224801746093	0.104413187344485	0.145581746751424	-6.22580584907855	C1D	0.836893074075726
SMC6	-0.302423422064363	4.698747854359	-1.67281981597378	0.104299606632634	0.145440140569429	-6.13428873984195	SMC6	0.837315714371711
PPP1R15B	-0.296318429737985	5.06000205045229	-1.67311784363793	0.104240447908435	0.14539115492623	-6.2368703338176	PPP1R15B	0.837462013584103
GDF9	-0.307017267011614	7.0205121608406	-1.67451577517149	0.10396333015093	0.145021355407078	-6.38132491969957	GDF9	0.838568040161236
PEX7	-1.04382555474174	1.48530862980619	-1.674742213123	0.103918500206492	0.144975532741383	-5.32358241188751	PEX7	0.838705286675503
C10orf99	-1.26463363528349	-0.328031718394587	-1.67489931469994	0.103887406864213	0.144965580081162	-4.88026598130448	C10orf99	0.838735102284429
FYCO1	-0.563774602629567	2.24922671858043	-1.67544005263725	0.103780443933921	0.144833024108452	-5.62004826391515	FYCO1	0.839132401171823
TMEM39B	-0.595482632301028	2.21256240598379	-1.67583351655239	0.103702670828537	0.144757875152397	-5.48079149581898	TMEM39B	0.839357800366005
TNNT1	-1.06879908673928	2.04268456149663	-1.67819146968798	0.103237608327432	0.14420850725733	-5.36633810048822	TNNT1	0.841009118632308
RP11-176H8.1	-0.726951820431467	1.47532762129237	-1.67862892184611	0.103151520416056	0.144121527370361	-5.2812703482591	RP11-176H8.1	0.841271143961316
ZMYM1	-0.45032513234776	3.47275664659132	-1.67976955237817	0.102927332643866	0.143841511990232	-5.84620255579003	ZMYM1	0.842115760499866
COMMD10	-0.343373846917419	5.65056063126537	-1.68038555997596	0.102806427056713	0.143689139964574	-6.31800176727867	COMMD10	0.84257605463327
ACTR3	-0.208966339205165	7.20243686125209	-1.68108018088371	0.102670233864154	0.143515363288684	-6.37967451127114	ACTR3	0.843101605310769
RBM19	-0.492856651858249	3.10669268277475	-1.68132095733322	0.102623060340275	0.143465995052872	-5.69358730031665	RBM19	0.843251025138799
GABPB2	-0.387407230641772	3.36345818304865	-1.68171730883703	0.102545445525216	0.143374053876446	-5.87793415492995	GABPB2	0.843529434984971
ZNF148	-0.260638989548745	5.13462530494558	-1.6823627442562	0.102419159065406	0.143230584057607	-6.25047858438451	ZNF148	0.843964237131194
TIMM8BP2	-0.326707333629622	5.39671369488606	-1.68378175028754	0.102141971103839	0.142892484662145	-6.23694281023588	TIMM8BP2	0.844990612045902
TUBA4A	-0.381335407258361	3.89885939776829	-1.68598609516672	0.101712616769442	0.142341202211983	-5.93755697469895	TUBA4A	0.846669370447933
PTS	-0.277222858927112	5.31704984087738	-1.68800321793931	0.101321049568167	0.14182602901381	-6.17983973676929	PTS	0.848244056743353
ZNF275	-0.627540360748398	1.72963634714935	-1.68803757096181	0.101314391816073	0.14182602901381	-5.47383275715204	ZNF275	0.848244056743353
ZNF496	-0.480865418291239	2.59899587544388	-1.68817815925076	0.101287149053284	0.141811383859053	-5.75927938924783	ZNF496	0.848288904916511
ING3	-0.296881626356638	4.90843061473082	-1.68822513672236	0.10127804726775	0.141811383859053	-6.19941194962121	ING3	0.848288904916511
ZNF268	-0.577663398767983	2.3811466683413	-1.69081409782876	0.100777496311086	0.141146815145886	-5.5168173830251	ZNF268	0.850328916880663
RPS20P24	-0.866991131012056	1.28274435803753	-1.69149664486517	0.1006458770505	0.14097878900198	-5.25095160378919	RPS20P24	0.850846224311601
ASPSCR1	-0.533298620787924	2.7587793584135	-1.6916614804399	0.100614112444372	0.140950610637803	-5.67750136377817	ASPSCR1	0.850933038302107
ZNF480	-0.309219312349123	5.0653273068298	-1.69377152532565	0.100208235921473	0.140447053843612	-6.19157655810524	ZNF480	0.852487366557683
NLRC5	-0.67469393198136	2.47552354081832	-1.69490838017197	0.099990124596799	0.140206314918408	-5.36680287859241	NLRC5	0.853232425224885
FAM120C	-1.01743208968974	0.692958216418071	-1.69494006552629	0.099984051290207	0.140206314918408	-5.05359613444643	FAM120C	0.853232425224885
AC090602.2	-0.370770225305372	4.58257783068237	-1.69592346874005	0.0997957102076269	0.139966143859816	-6.12249763725619	AC090602.2	0.853977002271918
SUCLA2	-0.311119187561356	4.21660091757142	-1.6975657600458	0.0994818403621025	0.139558283123325	-5.97615190170529	SUCLA2	0.85524438197724
C20orf196	-0.457232266193695	4.85908327961804	-1.70013611514168	0.09899225902455	0.138919787365891	-6.07890896125048	C20orf196	0.857235890102787
TRAPPC12	-0.720694600372965	2.45202682145659	-1.70019882200158	0.0989803403387564	0.138919171704859	-5.53607087881513	TRAPPC12	0.857237814801829
TMEM14B	-0.370562798895929	7.62584566298437	-1.70054195586876	0.0989151421803314	0.13884376934511	-6.35314447263804	TMEM14B	0.857473604568758
CABLES2	-0.797207998619849	1.84745030005918	-1.70059025282329	0.0989059682608683	0.13884376934511	-5.3289811232942	CABLES2	0.857473604568758
GAN	-0.449363854174093	2.6072931322508	-1.7034047727715	0.0983725835252906	0.138114239846797	-5.71602815615786	GAN	0.859761542507031
RP11-158K1.3	-0.531063619851421	2.7437219461566	-1.70488194480134	0.0980936068196104	0.137754524326808	-5.601631437303	RP11-158K1.3	0.86089412853498
MOGS	-0.340838913183195	4.31866238107829	-1.70737045045742	0.0976251291215889	0.137112544974506	-6.09135873439234	MOGS	0.862922808055442
C2CD2L	-1.02004995007104	0.859328270707167	-1.70770305703782	0.0975626559388565	0.137040708011155	-5.11981385021468	C2CD2L	0.863150406284931
BTG3	-0.329879415977467	4.55646565953512	-1.70840411568076	0.0974310864348975	0.136887678735481	-6.05601219515561	BTG3	0.863635640967603
FGFR1OP	-0.510273989568912	2.98593406988893	-1.70877966335127	0.097360667589335	0.136804625928767	-5.60606066482763	FGFR1OP	0.86389921707957
ARIH2	-0.284013649868431	4.83287167384682	-1.7089799769274	0.0973231242852677	0.13676775368436	-6.19365385275596	ARIH2	0.864016286005907
ZRANB2	-0.268750945821236	6.98292084689488	-1.71019228005696	0.0970961699755428	0.136464663516149	-6.33148388794473	ZRANB2	0.864979791309647
C3orf58	-0.826236087468961	1.79196403404047	-1.71042011080295	0.0970535675102271	0.136420631948108	-5.19883148686413	C3orf58	0.865119942996189
AACS	-0.436152793086972	3.79898453192996	-1.71214287347882	0.0967319319988564	0.136047548712013	-5.89592254816009	AACS	0.866309278878247
AP3M2	-1.1631733255166	0.738345330524982	-1.71286244674127	0.0965978542723064	0.135890564351218	-5.12081710933168	AP3M2	0.866810697737441
ZYG11B	-0.432312353102601	3.40821587408402	-1.71451253027102	0.0962909833081978	0.135490370815407	-5.78924351251642	ZYG11B	0.868091568629668
VAMP7	-0.313827578888532	4.7603906120331	-1.71561619226737	0.096086188635148	0.135233655347049	-6.11728784198152	VAMP7	0.868915212887065
MANEA	-0.475271732057142	3.13217855896027	-1.71707375320073	0.0958162847648269	0.134885163092039	-5.71186750718523	MANEA	0.870035818612967
PACRGL	-0.776736873713509	1.59203148486563	-1.71925201598059	0.0954141108533887	0.1343502624432	-5.25678561141693	PACRGL	0.871761480868163
FKBPL	-0.710532617601578	1.8714558840187	-1.71989800336228	0.095295114584088	0.134198322074019	-5.30947847068563	FKBPL	0.872252914260544
SELM	-0.59785668072117	2.15649452944353	-1.72122061737723	0.0950518666807239	0.133886932685769	-5.55411224665208	SELM	0.873261807897602
POLR2E	-0.320808228327035	4.61299673308349	-1.72186361976481	0.0949337976822376	0.133736191589378	-6.08085105740714	POLR2E	0.873751048380532
IKBKB	-0.844227328054349	1.19626320318941	-1.72262614919619	0.0947939406119848	0.133585824542405	-5.23440279537851	IKBKB	0.874239624567357
TERF1P5	-0.809429024668484	1.5989546543659	-1.72289185060553	0.0947452484482041	0.133532756984826	-5.27658674668297	TERF1P5	0.874412184241759
TARBP2	-0.83037875338113	2.38121414787003	-1.72363532769789	0.0946091112296404	0.133356418752461	-5.39469532670207	TARBP2	0.874986075874473
SLC22A15	-0.71141698776945	1.46061671014799	-1.72521457526643	0.094320482219592	0.133002210662284	-5.48198874917604	SLC22A15	0.876141140458083
TAF8	-0.453714796110172	3.99838261832381	-1.72549118006078	0.0942700051411257	0.132955866225264	-5.87555451720241	TAF8	0.876292496143192
PVR	-0.639233432938648	2.77194590380392	-1.72591913738209	0.0941919527589195	0.132861268252207	-5.61906612600241	PVR	0.876601606235081
ZDHHC9	-0.666557935709355	1.87469300790526	-1.72620356083385	0.0941401086411319	0.132803620268867	-5.48866076346407	ZDHHC9	0.876790085801124
USP37	-0.358191789296003	4.61371388577884	-1.72630452501526	0.0941217108673115	0.132793147161634	-5.99516889692637	USP37	0.876824336313476
TMEM129	-0.932125709846874	0.904047576292667	-1.73105739087395	0.0932590529781466	0.131622090049983	-5.20698487361356	TMEM129	0.880671217243912
SART3	-0.483770684351915	3.84290889171302	-1.73114989559807	0.0932423293108106	0.131622090049983	-5.91863025384597	SART3	0.880671217243912
PRDX5	-0.264681244704214	7.58060094348353	-1.73115742082851	0.0932409689566415	0.131622090049983	-6.30338980824065	PRDX5	0.880671217243912
AC009302.2	-0.379654340529311	4.60138783551384	-1.73169613277784	0.0931436280522382	0.13153589019257	-6.01306349238718	AC009302.2	0.880955731691998
AC009052.12	-0.527623222543653	2.7422974834569	-1.73221978452187	0.0930490903478617	0.131433062016981	-5.53286324285147	AC009052.12	0.881295374156582
MPHOSPH6	-0.415268911306214	6.21774475226124	-1.73227738551124	0.0930386962566761	0.131433062016981	-6.25083378846622	MPHOSPH6	0.881295374156582
EXOC6	-0.416999558996763	4.07045292308939	-1.73439450335962	0.0926573397885353	0.130910270727503	-5.88349191527004	EXOC6	0.88302627900083
MYO9A	-0.484419265873407	3.28203255276922	-1.73490443763852	0.0925656821481077	0.13079604386668	-5.75379973180895	MYO9A	0.883405391736934
HMGN1P35	-0.736202816516705	1.57036673240996	-1.73595470244535	0.0923771437414542	0.130548673732083	-5.23551727998687	HMGN1P35	0.884227535895911
TCFL5	-0.673751419278542	2.51257484428091	-1.7366627980586	0.0922502123956797	0.130395960775624	-5.49351285538695	TCFL5	0.884735861365042
ZNF571	-1.1421087901845	-0.617244386391827	-1.73680632877762	0.0922245013641797	0.130374847080367	-4.8767078544807	ZNF571	0.884806187959023
