logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	nlogpval
SNHG1	-2.64180361313503	3.31639090782147	-10.0950062420308	2.21914146323522e-11	2.64049467518283e-10	15.9720473467377	SNHG1	9.57831470397213
NAA38	-2.00476282136024	8.08760930399511	-10.0971364219903	2.20782924138471e-11	2.62962024114138e-10	15.56166607939	NAA38	9.58010696599132
DPH5	-1.80130005363124	4.81910368778458	-10.1309084523868	2.03615786809075e-11	2.42993553863572e-10	15.8511709467464	DPH5	9.61440524721903
RNH1	-1.70964644112414	7.01710002123265	-10.1322847052845	2.02945880034848e-11	2.42433178114679e-10	15.685771032784	RNH1	9.61540794520664
RPL35P5	-1.98571899146831	5.35494129203686	-10.1414300541901	1.98551156780944e-11	2.38123642042241e-10	15.8511043181829	RPL35P5	9.62319748364274
GTSE1	-5.84850297764797	3.01376600058768	-10.1484602070146	1.9523911846168e-11	2.34616541460257e-10	15.8404955571717	GTSE1	9.62964137153993
CKAP2L	-5.09555876162428	3.31890194039015	-10.1574595403773	1.91081652098981e-11	2.30077519606942e-10	15.9977268379255	CKAP2L	9.63812581326359
CYC1	-1.8556944016911	6.28733641353976	-10.1575510012318	1.91039867445103e-11	2.30077519606942e-10	15.8003660630384	CYC1	9.63812581326359
DEK	-1.7430292008684	5.87228785472431	-10.1725557958725	1.84309763441212e-11	2.22940037785285e-10	15.8505625277528	DEK	9.65181192960073
RPL21P75	-1.81337754870889	9.81990835558413	-10.1748419641142	1.83305842218052e-11	2.22040440108173e-10	15.7532675974936	RPL21P75	9.65356792052068
DTL	-5.29807155004037	2.35835601638276	-10.1807749246173	1.80726517984488e-11	2.19135430273576e-10	16.0020341358196	DTL	9.65928739912426
COQ3	-2.92698826209795	4.50687702687701	-10.1991902537257	1.72954458311125e-11	2.10132720885836e-10	16.2119496294383	COQ3	9.67750631602
CCT5	-1.51706583163106	8.94989583512142	-10.2006447744572	1.72355344894114e-11	2.0961527925263e-10	15.8121915826841	CCT5	9.67857706399148
RPL10A	-1.65515722363638	10.577321447887	-10.2108127156278	1.68226046104589e-11	2.05005376023326e-10	15.8438610228723	RPL10A	9.68823474993619
CHCHD2	-1.51023178390626	7.5904544219796	-10.2143671532085	1.66806540200089e-11	2.03480437798516e-10	15.8515008994704	CHCHD2	9.691477336633
SNHG5	-1.72118347946085	9.6420365043778	-10.2165800863966	1.65928973154139e-11	2.02818838801842e-10	15.8560067046943	SNHG5	9.69289170807785
NIPSNAP1	-1.85717522584345	4.90564496887613	-10.225218533076	1.62548235607436e-11	1.98887381100666e-10	16.0875734724709	NIPSNAP1	9.70139277088361
NCAPH	-5.21468353875982	3.54425012892967	-10.2466669099861	1.54455497799735e-11	1.89752891256304e-10	16.2664043173561	NCAPH	9.7218115980565
CDC45	-4.65317145408576	2.65816775953132	-10.2471816099987	1.54266440474208e-11	1.89713231318942e-10	16.2883378358606	CDC45	9.72190237871378
LDHC	-2.61414013894322	4.59674333995404	-10.2528724413739	1.52191817986245e-11	1.87352308184288e-10	16.2880733319167	LDHC	9.72734095202028
RPL13	-1.42224021791195	9.69833835364052	-10.2610033981768	1.4927703566545e-11	1.83951263603626e-10	15.9612954274479	RPL13	9.73529722455372
SLC1A5	-3.93917109795603	3.80895936526333	-10.2670143439263	1.47158991350772e-11	1.81526091165718e-10	16.4056752261733	SLC1A5	9.74106094398916
TESC	-2.72207956215493	4.0448317007424	-10.2706903715534	1.45878861516187e-11	1.80130622776264e-10	16.3584505004371	TESC	9.74441244946683
RP11-641D5.1	-1.65367906826326	7.86419389696601	-10.2762893412229	1.43950939138743e-11	1.78113529091812e-10	15.9989492434044	RP11-641D5.1	9.74930309127923
RPS3A	-1.49692032021805	10.7499335501097	-10.2836734616747	1.41448107329205e-11	1.75195859446337e-10	16.0197566236771	RPS3A	9.75647616209977
CDCA7	-6.01268523929313	2.03386183867047	-10.2936033451361	1.38152396910319e-11	1.71640878337964e-10	16.2160466051302	CDCA7	9.76537927171828
RPS19P3	-1.65736850973601	6.39789665305552	-10.3018260463117	1.35482802072102e-11	1.68670513155813e-10	16.1073008596753	RPS19P3	9.77296083378917
H2AFZ	-2.09680083347304	10.2596146015042	-10.3099648387708	1.32892393595883e-11	1.65786686072555e-10	16.081672106127	H2AFZ	9.78045034952393
TMEM246	-3.01657216000502	3.90297441407699	-10.3186588896609	1.30181174975439e-11	1.62571970936821e-10	16.4878370871172	TMEM246	9.78895432907882
RP11-3P17.5	-1.7700344277849	8.07093533018238	-10.3199882678683	1.29771627002667e-11	1.62227939913149e-10	16.1018827749591	RP11-3P17.5	9.78987434676398
RPL30	-1.64760037812187	11.5107820608399	-10.326994648295	1.27634812974178e-11	1.59721703391988e-10	16.1274399854542	RPL30	9.79663606681106
CFD	-1.50939627316042	6.38607715171807	-10.3298330915152	1.26779416993241e-11	1.58980075133182e-10	16.1752220258195	CFD	9.79865730210686
EXOSC9	-2.10506691241897	4.71799599823336	-10.3303221378552	1.26632630826899e-11	1.58980075133182e-10	16.3961143949081	EXOSC9	9.79865730210686
LYRM7	-2.46981178295986	4.75197595259982	-10.343524466248	1.22734994496239e-11	1.5438837509345e-10	16.4663538775296	LYRM7	9.81138540363004
FAM135B	-5.60081145054189	2.17425353842871	-10.3505702619445	1.20705353349029e-11	1.51993286251467e-10	16.3010875281036	FAM135B	9.81817559500481
TYMS	-3.91173092273479	3.63511447635296	-10.3555718912987	1.19285428779369e-11	1.50361768089494e-10	16.6023260433618	TYMS	9.82286257610137
EXOSC2	-2.93419576777716	4.29845518076453	-10.3596379791829	1.18143696024723e-11	1.49077879624106e-10	16.5693673739665	EXOSC2	9.82658679296475
RPL22L1	-1.63158629499904	7.75470552187894	-10.3657194467117	1.16456882617508e-11	1.47102790872074e-10	16.2122431710413	RPL22L1	9.83237908764743
KARS	-1.50871452405322	6.71128767125823	-10.3657605433055	1.16445567878672e-11	1.47102790872074e-10	16.2518645645223	KARS	9.83237908764743
RUSC1-AS1	-1.6273651099227	7.21987980704485	-10.3706218039967	1.15115065877141e-11	1.45864650489977e-10	16.2449845727798	RUSC1-AS1	9.8360499442768
RP11-3P17.3	-1.75542342205859	8.57446367404292	-10.3760357559433	1.13651587429792e-11	1.4431247213934e-10	16.2350042382791	RP11-3P17.3	9.84069613358271
SLC7A11	-6.77280827181665	2.57454816473324	-10.3787098707425	1.12935767572511e-11	1.43554172625521e-10	16.36630590092	SLC7A11	9.84298417953876
RPL36A-HNRNPH2	-1.82170199898004	10.004219060658	-10.3811085981217	1.12297589465547e-11	1.4289307361962e-10	16.2513220121517	RPL36A-HNRNPH2	9.84498882202556
NXPE3	-2.52355922104474	4.3566061840524	-10.381301481501	1.12246433639497e-11	1.4289307361962e-10	16.6192792919195	NXPE3	9.84498882202556
RPL4P5	-1.64633119082351	7.56220785605484	-10.3980684835853	1.0788943249218e-11	1.37718356813066e-10	16.2952193876619	RPL4P5	9.8610081677222
BAZ1A	-1.49934106036502	7.21431584477397	-10.4153812895177	1.0357192582396e-11	1.32346766039677e-10	16.3493361552827	BAZ1A	9.87828666643881
RPL9P7	-1.88334172149257	5.30012183174958	-10.4155050318304	1.03541711322394e-11	1.32346766039677e-10	16.5266388196429	RPL9P7	9.87828666643881
ENO1	-1.45232553448557	9.90230401461861	-10.4336305707042	9.9211929037794e-12	1.27424698593622e-10	16.3751194370189	ENO1	9.89474638500456
RPL35P2	-1.75175825665305	7.3410721477751	-10.4469643927429	9.61453886453322e-12	1.2390365793367e-10	16.4198736911638	RPL35P2	9.90691587201814
RPL18AP3	-1.94488395827599	7.32300548835016	-10.4494354665516	9.55878246752977e-12	1.2331644631085e-10	16.4253620561557	RPL18AP3	9.90897899910792
NSA2	-1.63380893480572	6.90529410052448	-10.4563700204463	9.40407398846797e-12	1.21579806981251e-10	16.4661351162823	NSA2	9.91513855043212
EIF3E	-1.6314242359748	8.2343681266837	-10.4635804983627	9.24592501224026e-12	1.19663035907079e-10	16.4442648782391	EIF3E	9.92203998310047
NEK2	-6.01342921912669	2.40987490174438	-10.4752976192997	8.99471140305266e-12	1.16661310491254e-10	16.4197120562382	NEK2	9.93307314931931
SRP72	-1.37883566111335	6.82950050581826	-10.4805852716128	8.88364234488164e-12	1.15468266396791e-10	16.510518331566	SRP72	9.9375373544937
RPL22	-1.54908539237502	9.848322592018	-10.4879195920109	8.73190101422491e-12	1.13617993734554e-10	16.5058777698588	RPL22	9.94455288375886
RP11-345K20.2	-1.85426642975406	7.15780701723048	-10.4903176774373	8.68286394550827e-12	1.13101546398919e-10	16.5328789166069	RP11-345K20.2	9.94653145707343
EBNA1BP2	-2.07718822327041	5.32640484389117	-10.4955911248702	8.57601893944408e-12	1.11950814656109e-10	16.7287119562862	EBNA1BP2	9.95097274175118
EIF3F	-1.4056692006788	6.60301515622649	-10.5068340972795	8.35269430376146e-12	1.09271301372776e-10	16.5722859020416	EIF3F	9.9614938846377
RPL36A	-1.83124951960867	10.0295781047487	-10.5314501957171	7.8842743920414e-12	1.03478963577107e-10	16.610515881591	RPL36A	9.9851479297332
TTK	-5.45282136211659	2.8331396370115	-10.5317848454686	7.87809497017284e-12	1.03478963577107e-10	16.6927595523846	TTK	9.9851479297332
NPM1P27	-1.87334981974737	6.18408109793855	-10.5352798140432	7.81385457484538e-12	1.02805075129485e-10	16.6815106405415	NPM1P27	9.9879854452014
RAD51AP1	-4.77348527957576	3.81822539275327	-10.5407821756033	7.71380096351779e-12	1.01682685685761e-10	16.9690956736144	RAD51AP1	9.99275299153447
TMA16	-2.15562140199648	6.10458148658975	-10.5438057475217	7.65938016677513e-12	1.01075419190999e-10	16.7403877575442	TMA16	9.99535444883713
RP11-40C6.2	-1.68739329215332	6.69388576530695	-10.5512302050123	7.52740916237914e-12	9.95510145070492e-11	16.6934085836899	RP11-40C6.2	10.0019543097946
SNRPA1	-2.49807823740628	6.35456404339696	-10.5624572307364	7.33225124100444e-12	9.71926908984695e-11	16.8545736456728	SNRPA1	10.0123663937344
CLSPN	-4.66901309935829	4.56003491567566	-10.5900822265044	6.87379150354445e-12	9.14063197630674e-11	17.1404927612454	CLSPN	10.0390237764396
BOLA3	-2.62229495099514	5.79423888914904	-10.6012754416474	6.69648086638741e-12	8.91464411046799e-11	16.9929566522184	BOLA3	10.0498959900035
RPL21	-1.81331427442739	9.50754103445376	-10.6057579058441	6.62679352404879e-12	8.83158903463815e-11	16.7852112761657	RPL21	10.0539611484171
IKZF1	-2.79377753900356	4.71475372598479	-10.6132393265588	6.51213114485662e-12	8.68834608422381e-11	17.1708583367196	IKZF1	10.0610628880919
NUDT1	-2.00681774661782	5.02593910945364	-10.6148969590453	6.48700176942177e-12	8.68354075351469e-11	17.0448947427741	NUDT1	10.0613031531458
ZFR	-1.52945652258004	7.28156627271488	-10.6230093229865	6.36544367461924e-12	8.53971551070592e-11	16.8487444635788	ZFR	10.0685565970146
SRI	-2.3938627046874	4.48233270546306	-10.6260941432515	6.31983381972241e-12	8.48793663179366e-11	17.1285735698317	SRI	10.0711978713976
HNRNPA1P48	-2.51561438509181	4.24072682723607	-10.6289196917766	6.278350859958e-12	8.44159152848353e-11	17.1823998719817	HNRNPA1P48	10.0735756663036
RPS19	-1.78529614256748	11.5075403643905	-10.6342768753949	6.20046338252037e-12	8.34614097796207e-11	16.8617948905557	RPS19	10.0785142837228
RP5-1174J21.1	-1.4901367934354	6.77267230870802	-10.6400815302845	6.11718571941922e-12	8.2616143293183e-11	16.8953898915864	RP5-1174J21.1	10.0829350827265
UCK2	-3.57800399265461	4.42995567527091	-10.6571277122053	5.87918427110372e-12	7.97578574715539e-11	17.2940991724834	UCK2	10.0982265209549
CREG1	-2.53779405133634	4.71584296425122	-10.6574098480386	5.87532578793243e-12	7.97578574715539e-11	17.2219427638982	CREG1	10.0982265209549
RPS25	-1.85064899963915	10.5584939322359	-10.6619257570463	5.81391785644652e-12	7.90496853717521e-11	16.922013700478	RPS25	10.1020998542781
DARS	-1.60039103646167	6.21381124054677	-10.6634153915487	5.79380601167036e-12	7.88648442600934e-11	16.9824146579813	DARS	10.1031165499763
RP11-434O22.1	-2.10881164327093	6.12690808875447	-10.6657505244331	5.76242212189804e-12	7.85259798390632e-11	17.0337119309505	RP11-434O22.1	10.104986635814
AIMP2	-2.24714234912465	4.50930122503702	-10.6732407890214	5.66292306672464e-12	7.73442799440574e-11	17.2655496584846	AIMP2	10.1115717993607
NDUFAF4	-2.16124929794563	6.06963617073721	-10.6778336217249	5.60278424655848e-12	7.66960318638057e-11	17.0799615522124	NDUFAF4	10.1152271052066
CCT8	-1.59423683994851	8.65419832756825	-10.68027570805	5.5710740169385e-12	7.64348828559782e-11	16.9586600044992	CCT8	10.1167083956856
APOL6	-1.65704913354047	5.03266867434072	-10.6888090888614	5.46170411898616e-12	7.51046381180131e-11	17.1406252538945	APOL6	10.1243332421322
HNRNPA3	-1.3508640194965	7.04394766253661	-10.7052385946336	5.25727869184329e-12	7.25408545609985e-11	17.0381563272824	HNRNPA3	10.1394173325585
AC105399.2	-1.61668833177173	6.90955294920914	-10.7072183099997	5.23318034394226e-12	7.23733889623374e-11	17.0529532593597	AC105399.2	10.1404210905882
RP11-570P14.1	-2.40056178206043	5.1568576415171	-10.7125693071399	5.16860884291926e-12	7.15621688880618e-11	17.2992342338474	RP11-570P14.1	10.1453165054182
SF3A3	-1.4780924799961	6.24279383329239	-10.7278967438528	4.9881259929243e-12	6.93011626181136e-11	17.1496564613221	SF3A3	10.1592594794662
PIGU	-3.82867726962574	4.94901822447096	-10.7289534346782	4.97592354636307e-12	6.92110929132638e-11	17.4522266806548	PIGU	10.1598242927553
NAT10	-2.59638422798887	4.43125300013107	-10.7297428414054	4.96682758408837e-12	6.91640743326276e-11	17.3736615563165	NAT10	10.1601194311289
RPS7P10	-1.86707836006817	6.20681842628677	-10.7357298387848	4.89839391930135e-12	6.82897060109051e-11	17.1756541266145	RPS7P10	10.1656447569275
NAA15	-1.9330333605922	5.51794412201199	-10.7394973355691	4.85582549362321e-12	6.77743302172255e-11	17.2668633028289	NAA15	10.1689347656604
ASPM	-5.30060148853795	3.74129876110066	-10.7500542328425	4.73855031721252e-12	6.63671266071628e-11	17.3883983621007	ASPM	10.1780469849143
ZFP36L2	-2.0012158836538	5.25815734403936	-10.7507081437398	4.73138217134823e-12	6.63435175613962e-11	17.3179096478507	ZFP36L2	10.1782015057287
AIF1	-1.75718291822509	10.4357502171946	-10.7606146179318	4.62413549076408e-12	6.49903177395309e-11	17.1502637020045	AIF1	10.1871513397495
MRPS18B	-1.58999539142399	6.57744414969956	-10.7711589596275	4.51271442755378e-12	6.35720108123729e-11	17.2228612201286	MRPS18B	10.1967340514151
TRIM25	-3.28733345795833	3.79602270803531	-10.7722105279453	4.50175437999548e-12	6.34915265178617e-11	17.5724551503133	TRIM25	10.1972842311188
RP11-120B7.1	-1.53709419519411	9.54050170862392	-10.7820180426786	4.40083774089965e-12	6.21406505281524e-11	17.1999326434445	RP11-120B7.1	10.2066242045843
RPS29	-1.74601816897031	11.720787607711	-10.7925930310905	4.29461581789232e-12	6.08538009511886e-11	17.2353435830864	RPS29	10.2157122903908
CENPU	-3.59903499572809	3.68197038490645	-10.7984827271787	4.23659753618885e-12	6.01726135979123e-11	17.631057111674	CENPU	10.2206011245147
CCT2	-1.73160143567926	7.96789584634373	-10.8033823337388	4.18894412507515e-12	5.95810492959473e-11	17.2532273485077	CCT2	10.2248918525908
ODC1	-3.75671442650675	4.96165726757011	-10.8053779180914	4.16969272230483e-12	5.9431627364677e-11	17.61177335127	ODC1	10.2259823776701
KIAA0020	-2.21468959756612	6.2709685028777	-10.8082472880736	4.14217052475306e-12	5.91089687736282e-11	17.3677655736948	KIAA0020	10.2283466173696
TCP1	-1.43427157943343	6.90729071712843	-10.8107560507646	4.11825957450464e-12	5.88371418076514e-11	17.3059643403599	TCP1	10.2303484326018
AC010468.1	-1.59991822171775	9.09032159432792	-10.8113447178028	4.11266950141843e-12	5.88267300669793e-11	17.2677511599671	AC010468.1	10.2304252915639
SNRPE	-1.86551179719704	8.94332828222496	-10.8194134892808	4.0368254362081e-12	5.78102066314250e-11	17.2864147731974	SNRPE	10.2379954783203
RNASE6	-3.4562811803008	6.53967940838294	-10.8269065993898	3.96767474812302e-12	5.69547237568643e-11	17.5057990691364	RNASE6	10.2444702502247
RAN	-1.88358906110696	9.5969829859261	-10.8299415045209	3.94001306266354e-12	5.66921499064108e-11	17.31313421467	RAN	10.2464770731768
FANCI	-2.93384429319382	4.26783679940636	-10.8483777218735	3.77616577412735e-12	5.46595478860228e-11	17.7319519570068	FANCI	10.2623339648757
RP3-342P20.2	-2.43017797695609	4.53382474252532	-10.851804263778	3.74649045421122e-12	5.42949472891138e-11	17.6291169998536	RP3-342P20.2	10.2652405841599
MIF4GD	-1.70366605644605	5.77165274554535	-10.8687023161209	3.60359998016309e-12	5.23495358462828e-11	17.497424920238	MIF4GD	10.2810871646115
RP3-417G15.1	-1.52073535572504	9.17054715036173	-10.8698204897822	3.59434379964171e-12	5.23407392532664e-11	17.4047020600564	RP3-417G15.1	10.2811601477384
SKA1	-5.98402087875458	2.53356956048119	-10.8905932291091	3.4267454585747e-12	4.99602973424246e-11	17.365415032974	SKA1	10.3013749855543
TMEM154	-1.97820119263713	6.05727354971594	-10.89515827163	3.39099891397015e-12	4.94987670180371e-11	17.5520512714448	TMEM154	10.3054056189236
KIF20B	-2.63373052689165	5.55671024433329	-10.9117181162336	3.2645002967084e-12	4.78832946551132e-11	17.7614608737758	KIF20B	10.3198159751974
ATF4P4	-2.68037293523518	4.03464586439807	-10.9159229415537	3.23315622158323e-12	4.75387891098161e-11	17.813731242105	ATF4P4	10.3229518846529
RPS7P1	-1.72195307899068	9.27592391224888	-10.9164121356481	3.229529681543e-12	4.75387891098161e-11	17.514181200709	RPS7P1	10.3229518846529
RPL21P134	-1.85797537023486	8.28282274756992	-10.9168767865738	3.22608894396877e-12	4.75387891098161e-11	17.5148250514386	RPL21P134	10.3229518846529
EIF3D	-1.50855180656364	8.20794827672787	-10.9230068530721	3.18104563059812e-12	4.71160748786633e-11	17.527551701816	EIF3D	10.3268308966917
RPL23A	-1.74820343063451	10.1082197592783	-10.9233334768468	3.1786637681961e-12	4.71160748786633e-11	17.5332389981265	RPL23A	10.3268308966917
CDKN3	-3.58422714421197	4.92873265014672	-10.9250542396166	3.16614544188544e-12	4.70410342443563e-11	17.8955714610711	CDKN3	10.3275231384268
HMGB1P10	-1.70368463369318	5.60380130732765	-10.9279744324717	3.1450168138252e-12	4.68692715075107e-11	17.6755261069076	HMGB1P10	10.329111796698
PDCD5	-2.34252758759987	6.48188329134079	-10.9310046335745	3.12324482725678e-12	4.66597353760918e-11	17.6347134053662	PDCD5	10.3310577285733
WARS	-1.44556423248131	7.36578230875255	-10.9423733204874	3.04292712439408e-12	4.55160211771233e-11	17.5753126197773	WARS	10.3418357091864
EXOSC7	-1.90952533883114	6.49333117864509	-10.9456117692777	3.02043736574575e-12	4.52355353501106e-11	17.6314547230185	EXOSC7	10.3445202655612
SNHG3	-2.07653726792193	4.28518802072083	-10.9522208663416	2.97506635983237e-12	4.46112490958259e-11	17.8225615064583	SNHG3	10.3505556165291
NUSAP1	-3.87439392378014	5.05135399593955	-10.9551029175899	2.95550035033091e-12	4.43728408676852e-11	17.9873638597295	NUSAP1	10.3528827657017
RP11-443B7.2	-2.97756970565876	4.90380322052235	-10.9768631148645	2.81196114330307e-12	4.23755190474601e-11	18.0028119832803	RP11-443B7.2	10.3728849691885
RP11-778D9.4	-2.40719243237694	5.32298300256098	-10.9951517123521	2.69685162250973e-12	4.07423239500502e-11	17.9098651587245	RP11-778D9.4	10.3899542023879
RP11-84C10.2	-1.95800218979778	6.14099496560725	-11.0080455024612	2.61860693477668e-12	3.96592772437203e-11	17.883815495326	RP11-84C10.2	10.4016552047027
SARS	-1.55041939542506	6.52540860717508	-11.0083594374254	2.61673111080701e-12	3.96592772437203e-11	17.7549872098356	SARS	10.4016552047027
RPS8	-1.65841559122762	11.5456323437244	-11.0175392805522	2.56248382736325e-12	3.90045494275756e-11	17.7582611455433	RPS8	10.408884734613
RPL21P1	-1.94556947551377	7.34133284364234	-11.018253268287	2.55831316411977e-12	3.89901103262132e-11	17.7653618784562	RPL21P1	10.4090455359329
RPL35P1	-1.77246134923698	10.0801914329171	-11.0205866451118	2.54473147270984e-12	3.8863362088643e-11	17.7590825506288	RPL35P1	10.4104596310809
RP11-203F10.6	-2.00796874291127	7.34272596521015	-11.0669036392195	2.28989464886015e-12	3.5075968539059e-11	17.8789987447915	RP11-203F10.6	10.4549903281296
SEH1L	-1.80413379277812	5.37833179165081	-11.0924435906448	2.16070645211208e-12	3.32655327951759e-11	18.0837366597095	SEH1L	10.4780055163138
SRSF3	-1.86901265103586	8.57659815286568	-11.0945269929944	2.15050296361615e-12	3.31506195703428e-11	17.9258905585478	SRSF3	10.4795083504126
SNHG6	-1.77341260935414	7.52032081427477	-11.1033890125303	2.10764947717007e-12	3.25730093527906e-11	17.9556648608694	SNHG6	10.4871421160149
AB019441.29	-1.74492270315782	8.83020486695148	-11.1184621992638	2.0367591071258e-12	3.15984896863196e-11	17.9809338528795	AB019441.29	10.5003336748681
SLC7A1	-4.72015600669859	3.89643191082827	-11.1213496788602	2.02346022980531e-12	3.14728692042083e-11	18.343643304833	SLC7A1	10.5020636631003
RPS10	-1.68738407322954	7.59628981500558	-11.1334211428806	1.96881859178907e-12	3.07018992000509e-11	18.0240124720151	RPS10	10.5128347585101
NUP37	-2.29712471158323	5.29530538143099	-11.1350852290692	1.96140550483729e-12	3.06257651794013e-11	18.2379175588397	NUP37	10.51391305172
NPM1P24	-1.87724572845197	6.40889120726391	-11.1361611694823	1.95662768277501e-12	3.06156000576355e-11	18.0711108984367	NPM1P24	10.5140572240882
LRRC8D	-2.35566689459669	4.25530284249088	-11.1601660658811	1.8530754993188e-12	2.93125053820351e-11	18.3844932845625	LRRC8D	10.5329470602005
SNX5	-1.61346136348707	5.92675008765168	-11.1703354829395	1.81091559067351e-12	2.87206940533947e-11	18.1718470938656	SNX5	10.5418050693073
SLC3A2	-2.02640431266958	4.86219650707994	-11.1762848878886	1.78670758063551e-12	2.83739480751578e-11	18.3141148410357	SLC3A2	10.547080230367
RPS23	-1.92609255972873	11.6519702670622	-11.1801947072557	1.77097932189886e-12	2.81981852293396e-11	18.134123995228	RPS23	10.5497788409801
ENOSF1	-2.60135318208901	4.52201095360014	-11.1833938962173	1.75821528591854e-12	2.8031835540053e-11	18.4448230672746	ENOSF1	10.5523484634664
ABCE1	-2.36302596011445	5.20895342099289	-11.1837945855581	1.7566232799387e-12	2.8031835540053e-11	18.3525031891527	ABCE1	10.5523484634664
ZWINT	-4.08579309804073	4.48788836455254	-11.1926747509751	1.72171731583245e-12	2.75588640726038e-11	18.5140637644897	ZWINT	10.5597386872422
RPL10AP2	-1.74465469735413	7.72119856557633	-11.1997358864135	1.69446909532498e-12	2.7158636453679e-11	18.1716430988025	RPL10AP2	10.5660920383499
RP11-513I15.6	-1.65813367136683	7.5247981976583	-11.2118709286798	1.64866850492562e-12	2.64595989099535e-11	18.2037727313197	RP11-513I15.6	10.5774167433879
MIF	-2.05558848390915	6.72720664268024	-11.2267835079089	1.5941165119223e-12	2.56862901608146e-11	18.2844741975552	MIF	10.5902986158205
KPNA2	-1.64057488694055	8.06258878981441	-11.2279950821931	1.58976644882757e-12	2.56503517296832e-11	18.2358527069893	KPNA2	10.5909066752612
CHAC1	-4.72978397676577	2.68384872140441	-11.2343426784313	1.56717381152642e-12	2.54214078998407e-11	18.4660159129404	CHAC1	10.5948004008237
RPL18A	-1.91381467009723	8.74182398798675	-11.2358020622791	1.56202617116876e-12	2.53719177145144e-11	18.2509602592707	RPL18A	10.5956467057639
KIF2C	-5.22986684564518	3.44243653759446	-11.2625428497569	1.47071002946237e-12	2.39529772093192e-11	18.4617577570758	KIF2C	10.6206404987329
RPL35	-1.81758848284938	11.6184081402335	-11.2887196311757	1.38661121660949e-12	2.2613722819665e-11	18.382920615637	RPL35	10.6456279353572
AP000350.4	-2.05936580772118	6.71870603137309	-11.3042036047374	1.33920029070411e-12	2.19588925715589e-11	18.4620491963978	AP000350.4	10.6583895659609
OLA1	-1.8634098371236	6.1130372724784	-11.3053888691896	1.33564022157001e-12	2.19588925715589e-11	18.5107268076493	OLA1	10.6583895659609
RP11-106M3.1	-2.09956967248199	5.99462635680231	-11.3119152933676	1.31621033328441e-12	2.16700152967002e-11	18.5444735688668	RP11-106M3.1	10.6641407821149
RP11-355O1.7	-1.97384765509287	7.9347708197334	-11.3288763467964	1.26705800855854e-12	2.09462690731789e-11	18.4669048410683	RP11-355O1.7	10.6788933218732
RPS23P8	-1.93487259430289	9.37019006901361	-11.3382782012888	1.24062597709496e-12	2.05373665510617e-11	18.4858771490486	RPS23P8	10.6874552455326
ERLIN1	-2.92681871406711	4.74393624348559	-11.3574263283235	1.18852631658992e-12	1.97831595007628e-11	18.8317711446737	ERLIN1	10.7037043475129
RPS7	-1.75246004579348	10.6220921831762	-11.3588539966667	1.18473275080546e-12	1.97471777100508e-11	18.5374418495685	RPS7	10.7044949654824
LARP1	-2.18511121073306	5.3956493863919	-11.3654614287231	1.16733653577041e-12	1.95379521706192e-11	18.7022581541305	LARP1	10.709120957895
RP1-28O10.1	-4.28116705338503	3.73690041057226	-11.384935976134	1.1175700953061e-12	1.87568872722595e-11	18.9201424513992	RP1-28O10.1	10.726839231663
RFC3	-3.3580197745293	3.68714118269832	-11.3936105508864	1.0961074464408e-12	1.84222169574724e-11	18.9650668626311	RFC3	10.7346581073389
PCNA	-1.73896912047166	7.312959603767	-11.3967742874381	1.0883852193944e-12	1.83178714045781e-11	18.6410599380094	PCNA	10.7371249941483
TARS	-1.39134204178478	7.97010002252926	-11.4084207031383	1.06043500847414e-12	1.79222402759016e-11	18.6425943811585	TARS	10.7466077045706
HMGB1	-1.5899262978321	8.49328691365017	-11.4205816380903	1.03203403607835e-12	1.7491097857961e-11	18.6706712237696	HMGB1	10.7571829304475
RPL7A	-1.79721057081326	10.8483095690104	-11.421922174173	1.02895137139985e-12	1.74667550273391e-11	18.6815956349636	RPL7A	10.7577877707251
FBL	-3.33754953572619	4.88240070775532	-11.4272217380213	1.01685669867092e-12	1.73554060798545e-11	18.9933024286827	FBL	10.7605652202999
CCDC58	-2.4850918763799	5.54262061895219	-11.4294956995845	1.01171181094218e-12	1.72919839325019e-11	18.890428084739	CCDC58	10.7621551766793
RPL10AP6	-1.71473556740556	8.01274921077956	-11.4300429779953	1.01047756829822e-12	1.72919839325019e-11	18.6932803704414	RPL10AP6	10.7621551766793
KB-1208A12.3	-1.72009924746221	10.7023328770717	-11.441747994875	9.84446119310976e-13	1.68975638152938e-11	18.7249389796007	KB-1208A12.3	10.772175904726
FAM105A	-2.91922416547877	4.25851102785579	-11.4519722684604	9.62270279844109e-13	1.65535635226689e-11	19.060299146232	FAM105A	10.7811085002786
RPL7AP6	-1.78704670140142	7.70153484928986	-11.4654079479347	9.3390494731197e-13	1.60985523752452e-11	18.7781315247693	RPL7AP6	10.7932131751302
CCT4	-1.54981040974166	6.63836924068207	-11.4778222709736	9.08457450036843e-13	1.56822305319484e-11	18.849421983006	CCT4	10.8045921662165
NDUFAF2	-2.04881398712438	5.82013398053834	-11.4813136978283	9.01429356739393e-13	1.56054315392037e-11	18.952287918625	NDUFAF2	10.8067242172259
RP11-587D21.1	-1.91866539112468	9.42297690284482	-11.5017514465091	8.61391825708704e-13	1.49765840271566e-11	18.8570151860602	RP11-587D21.1	10.8245872325198
WDR38	-1.88692263387218	6.74227160370826	-11.5073140996624	8.508133381133e-13	1.4835291360964e-11	18.9068407538995	WDR38	10.8287039198415
