Gene,Non-leukemia,Leukemia,Leukemia/Non-leukemia
ALPK2,0.092009465,0.077060729,-0.014948736
ALPK3,0.10362785,0.085011338,-0.018616512
ALPL,0.024569482,-0.062607677,-0.087177159
ALPP,0.123674951,0.108959875,-0.014715076
ALPPL2,-0.023407566,0.035291595,0.058699161
ALS2,0.153167087,0.142866735,-0.010300352
ALS2CL,-0.033479406,-0.050787694,-0.017308288
ALS2CR11,0.110668632,0.075893802,-0.03477483
ALS2CR12,-0.030667518,-0.022903048,0.00776447
ALX1,-0.156072567,-0.089139441,0.066933125
ALX3,-0.367644249,-0.352561216,0.015083032
ALX4,-0.160707612,-0.116882328,0.043825284
ALYREF,-0.711883232,-0.785898192,-0.074014959
AMACR,0.073159788,0.065469763,-0.007690026
AMBN,-0.092051607,-0.053998054,0.038053553
AMBP,-0.119048687,-0.126456882,-0.007408195
AMBRA1,-0.157935657,-0.387077293,-0.229141636
AMD1,-0.388672868,-0.371690136,0.016982732
AMDHD1,-0.0370761,-0.056897666,-0.019821566
AMDHD2,-0.003752601,-0.008314861,-0.004562261
AMER2,-0.309132533,-0.257152057,0.051980476
AMER3,-0.084538528,-0.036443759,0.04809477
AMFR,-0.251525042,-0.266803614,-0.015278572
AMH,0.026942064,0.054236186,0.027294122
AMHR2,-0.07132313,-0.040710117,0.030613013
AMICA1,-0.115386071,-0.148538781,-0.03315271
AMIGO1,0.015271205,0.039113513,0.023842308
AMIGO2,0.100673062,0.073332067,-0.027340995
AMIGO3,0.050879944,0.048125669,-0.002754275
AMMECR1L,-0.012065199,0.033430061,0.045495259
AMN,0.039193419,0.01881184,-0.020381579
AMN1,0.060426479,0.064458515,0.004032036
AMOTL1,0.041686238,0.048224235,0.006537996
AMOTL2,0.102204769,0.107633935,0.005429167
AMPD1,-0.040609209,-0.012624424,0.027984784
AMPD2,0.019753108,0.031535263,0.011782155
AMPD3,-0.021180274,-0.026020748,-0.004840474
AMPH,-0.020414684,-0.054914216,-0.034499532
AMT,0.117173847,0.080291083,-0.036882764
AMTN,0.052957968,0.063556625,0.010598657
AMY1A,0.152281156,0.115240813,-0.037040343
AMY2A,-0.314781213,-0.381964215,-0.067183002
AMY2B,-0.168964678,-0.138690611,0.030274067
AMZ1,-0.143694702,-0.158826297,-0.015131595
AMZ2,0.163653067,0.157502639,-0.006150428
ANAPC1,-1.027677166,-0.951120417,0.076556748
ANAPC10,-0.569638243,-0.48665516,0.082983084
ANAPC11,-1.582838725,-1.728739794,-0.145901069
ANAPC13,-0.790130175,-0.69760365,0.092526525
ANAPC15,-0.824973367,-0.806009266,0.018964101
ANAPC16,0.028282626,0.042329658,0.014047032
ANAPC2,-1.360259148,-1.432690399,-0.072431251
ANAPC4,-1.34881299,-1.541808467,-0.192995476
ANAPC5,-0.935508816,-0.947466341,-0.011957526
ANAPC7,-0.201038166,-0.278071307,-0.077033141
ANG,-0.181844949,-0.205613611,-0.023768662
ANGEL1,-0.084943457,-0.050954796,0.033988661
ANGEL2,-0.048525582,-0.054791005,-0.006265423
ANGPT1,0.007467398,0.007560101,9.27028E-05
ANGPT2,-0.041981989,-0.09784652,-0.055864531
ANGPT4,0.312952137,0.27665058,-0.036301557
ANGPTL1,0.046258127,0.089646994,0.043388867
ANGPTL2,0.095298785,0.083151406,-0.01214738
ANGPTL3,-0.015655524,0.051313896,0.066969421
ANGPTL4,-0.026454959,-0.065258751,-0.038803792
ANGPTL5,0.091088884,0.089743064,-0.00134582
ANGPTL6,-0.158220957,-0.229179904,-0.070958947
ANGPTL7,-0.06372601,-0.0825767,-0.018850689
ANHX,-0.14789802,-0.160745646,-0.012847626
ANK1,0.075829396,0.119986723,0.044157327
ANK2,0.126752525,0.134414123,0.007661598
ANK3,-0.010072188,-0.002569049,0.007503139
ANKAR,0.144705345,0.188774907,0.044069562
ANKDD1A,-0.051080158,-0.037489212,0.013590946
ANKDD1B,0.120821963,0.083142849,-0.037679114
ANKEF1,0.107995432,0.0851717,-0.022823732
ANKFN1,-0.017009974,-0.028372049,-0.011362075
ANKFY1,-0.086947644,-0.179739449,-0.092791805
ANKH,-0.114137192,-0.248953901,-0.134816709
ANKHD1,-0.177796286,-0.066173393,0.111622893
ANKIB1,-0.060795356,-0.073414386,-0.01261903
ANKK1,-0.010408375,-0.019403042,-0.008994667
ANKLE1,-0.175336988,-0.176341228,-0.001004241
ANKLE2,-1.835124844,-1.981889526,-0.146764682
ANKMY1,0.104487209,0.115869831,0.011382623
ANKMY2,-0.110231037,-0.071336768,0.038894268
ANKRA2,-0.167291887,-0.13627634,0.031015547
ANKRD1,0.073232976,0.087599835,0.014366859
ANKRD10,-0.056428956,-0.009727142,0.046701814
ANKRD11,-0.540883464,-0.531903219,0.008980246
ANKRD12,0.021643312,0.052395967,0.030752655
ANKRD13A,-0.087616695,-0.022576393,0.065040302
ANKRD13B,0.158142738,0.130057617,-0.028085121
ANKRD13C,-0.060502746,-0.005306069,0.055196677
ANKRD13D,0.10530505,0.140525558,0.035220507
ANKRD16,-0.120588056,-0.082703197,0.037884859
ANKRD17,-0.361302785,-0.354775824,0.00652696
ANKRD18A,0.041011114,0.088724231,0.047713117
ANKRD2,0.013672801,-0.058729942,-0.072402742
ANKRD20A2,-1.06239257,-1.099488632,-0.037096061
ANKRD22,-0.24184865,-0.258625607,-0.016776957
ANKRD23,-0.2054466,-0.183273937,0.022172664
ANKRD24,-0.282737424,-0.28350036,-0.000762936
ANKRD26,0.232086208,0.250323942,0.018237734
ANKRD27,-0.00705416,-0.004722783,0.002331377
ANKRD28,0.141273507,0.196924763,0.055651256
ANKRD29,0.13197817,0.115350663,-0.016627507
ANKRD30A,-0.053499948,0.009316474,0.062816421
ANKRD30B,-0.035757638,-0.016206568,0.01955107
ANKRD31,-0.330083492,-0.310308612,0.01977488
ANKRD32,-0.06138984,-0.006202439,0.055187401
ANKRD33,-0.10720582,-0.089522755,0.017683065
ANKRD33B,-0.032854473,-0.108228118,-0.075373645
ANKRD34A,-0.134550109,-0.081812404,0.052737705
ANKRD34B,-0.090112656,-0.091319569,-0.001206913
ANKRD34C,0.028451538,0.075818262,0.047366724
ANKRD35,-0.179707748,-0.130342236,0.049365512
ANKRD36,-0.6057312,-0.571756901,0.033974299
ANKRD37,0.052178872,0.060476672,0.008297801
ANKRD39,-0.166211053,-0.175540264,-0.00932921
ANKRD40,-0.229564331,-0.202979869,0.026584462
ANKRD42,0.010405581,0.022115595,0.011710013
ANKRD44,-0.055494704,-0.030648973,0.024845731
ANKRD45,0.140244285,0.123289449,-0.016954836
ANKRD46,0.057590743,0.049560999,-0.008029744
ANKRD49,-0.663844058,-0.542838485,0.121005573
ANKRD50,-0.006755463,0.001210636,0.0079661
ANKRD52,-0.224148836,-0.16038534,0.063763496
ANKRD53,-0.116403814,-0.119748483,-0.003344669
ANKRD54,-0.315091478,-0.323069743,-0.007978265
ANKRD55,-0.044056783,-0.02017641,0.023880373
ANKRD6,-0.02336472,-0.017264834,0.006099886
ANKRD61,0.076818056,0.109295038,0.032476982
ANKRD62,0.027114612,0.05477729,0.027662678
ANKRD65,-0.029671811,-0.066001884,-0.036330073
ANKRD66,0.044428154,0.0442189,-0.000209254
ANKRD7,-0.009769001,0.005035512,0.014804513
ANKRD9,-0.02484109,-0.043823907,-0.018982817
ANKS1A,0.09990872,0.106211845,0.006303125
ANKS1B,0.113992218,0.071578888,-0.04241333
ANKS3,-0.124119426,-0.19506178,-0.070942354
ANKS4B,0.044151624,0.076610256,0.032458631
ANKS6,-0.45761022,-0.42966784,0.02794238
ANKZF1,-0.078776307,-0.070883343,0.007892964
ANLN,-0.659339107,-0.583057314,0.076281793
ANO1,-0.077626805,-0.078388859,-0.000762054
ANO10,0.185199532,0.186820859,0.001621327
ANO3,0.093672713,0.092746606,-0.000926107
ANO4,-0.153332966,-0.155701028,-0.002368062
ANO5,-0.04148402,-0.060528797,-0.019044777
ANO6,-0.009094917,-0.01785379,-0.008758873
ANO7,0.048983712,0.039683055,-0.009300657
ANO8,-0.004615233,-0.057576783,-0.05296155
ANO9,0.114968363,0.036909532,-0.078058831
ANP32A,-0.195821771,-0.190753385,0.005068387
ANP32B,-0.060700372,-0.150616028,-0.089915657
ANP32D,-0.080608058,-0.059604853,0.021003204
ANP32E,-0.268626197,-0.323240755,-0.054614558
ANPEP,-0.068061941,-0.134044117,-0.065982176
ANTXR1,0.044599272,0.099074931,0.054475659
ANTXR2,0.126134918,0.141728589,0.015593671
ANTXRL,-0.289242113,-0.349552493,-0.06031038
ANXA1,0.143324662,0.173540694,0.030216032
ANXA10,0.020405812,0.040195443,0.019789632
ANXA11,-0.117532805,-0.103484736,0.014048069
ANXA13,-0.00696777,-0.071866777,-0.064899006
ANXA2,0.08469797,0.092286234,0.007588264
ANXA2R,-0.111925714,-0.111298303,0.000627412
ANXA3,0.091938115,0.069397278,-0.022540836
ANXA4,0.110003672,0.089745871,-0.020257802
ANXA5,0.126080619,0.124122457,-0.001958162
ANXA6,-0.055033443,-0.086522677,-0.031489234
ANXA7,-0.156517385,-0.120675482,0.035841903
ANXA8,-0.045950435,0.003165068,0.049115503
ANXA8L1,0.105602328,0.072307512,-0.033294816
ANXA9,-0.298879233,-0.261555262,0.037323971
AOAH,0.295848481,0.288762342,-0.007086139
AOC1,-0.106424571,-0.093892872,0.012531699
AOC2,-0.219985047,-0.229444343,-0.009459296
AOC3,-0.221105628,-0.279616387,-0.05851076
AOX1,0.120242559,0.114320974,-0.005921584
AP1AR,0.06883897,0.102630157,0.033791187
AP1B1,-0.125385387,-0.200313049,-0.074927661
AP1G1,-0.168525201,-0.356347248,-0.187822048
AP1G2,-0.395487429,-0.387466151,0.008021278
AP1M1,-0.161337096,-0.334220782,-0.172883686
AP1M2,-0.081111372,-0.07966636,0.001445012
AP1S1,-0.203186787,-0.253762526,-0.050575739
AP1S3,-0.227127479,-0.144383105,0.082744374
AP2A1,-0.05802877,-0.102108165,-0.044079395
AP2A2,0.261552122,0.216645779,-0.044906343
AP2B1,-0.10190912,-0.125655349,-0.023746229
AP2M1,-0.814195583,-1.05058924,-0.236393657
AP2S1,-0.885857701,-1.234977058,-0.349119357
AP3B1,-0.298336433,-0.284262544,0.014073889
AP3B2,-0.029968261,-0.056480807,-0.026512546
AP3D1,-0.05275563,-0.028703444,0.024052186
AP3M1,-0.150308772,-0.129362169,0.020946603
AP3M2,-0.256720734,-0.183848935,0.0728718
AP3S1,-0.168359587,-0.076077376,0.092282211
AP3S2,-0.141597766,-0.088824628,0.052773138
AP4B1,0.013054157,-0.014175525,-0.027229681
AP4E1,-0.072920742,-0.079845166,-0.006924424
AP4M1,0.097529004,0.126001006,0.028472002
AP4S1,-0.266342234,-0.210505737,0.055836497
AP5B1,-0.055900385,-0.013659712,0.042240673
AP5M1,0.056359846,0.029055049,-0.027304797
AP5S1,0.07137495,0.006983928,-0.064391022
AP5Z1,-0.028136042,-0.007764406,0.020371637
APAF1,-0.062928116,-0.044023941,0.018904175
APBA1,-0.029485282,0.011823353,0.041308635
APBA2,-0.077213606,-0.130745853,-0.053532247
APBA3,0.159915843,0.163057095,0.003141252
APBB1,0.014179499,0.007090308,-0.007089191
APBB1IP,0.102788431,0.105164179,0.002375748
APBB2,0.030999469,0.057679757,0.026680288
APBB3,-0.098169593,-0.080002203,0.01816739
APC,-0.485396052,-0.480122521,0.005273531
APC2,-0.163460795,-0.125313078,0.038147718
APCDD1,0.215375473,0.18340394,-0.031971533
APCDD1L,0.167170881,0.170475092,0.003304211
APCS,-0.185064132,-0.196741036,-0.011676905
APEH,-0.198634609,-0.154331314,0.044303295
APEX1,-0.056117563,-0.03897723,0.017140333
APH1A,-0.021458692,0.048743343,0.070202035
APH1B,-0.025271122,0.034413083,0.059684205
API5,-0.353907567,-0.347801819,0.006105748
APIP,-0.008640278,-0.003213205,0.005427073
APITD1,-0.264638693,-0.186160607,0.078478086
APLF,0.029126592,-0.017615309,-0.0467419
APLNR,-0.191567736,-0.226161255,-0.034593519
APLP1,-0.200113307,-0.196661713,0.003451595
APLP2,0.163642576,0.136011726,-0.027630849
APMAP,-0.025101587,0.021570957,0.046672544
APOA1,-0.048657109,-0.082315773,-0.033658663
APOA1BP,-0.202990828,-0.147215062,0.055775766
APOA2,-0.004307998,-0.03396165,-0.029653652
APOA4,0.109757055,0.134300179,0.024543124
APOA5,-0.039286229,-0.044674648,-0.00538842
APOB,0.162495359,0.169193346,0.006697987
APOBEC1,-0.107991464,-0.146469926,-0.038478462
APOBEC2,-0.121053485,-0.157571955,-0.03651847
APOBEC3A,0.001130947,-0.022032285,-0.023163231
APOBEC3B,-0.1170223,-0.146069086,-0.029046786
APOBEC3C,0.027140323,-0.000338486,-0.02747881
APOBEC3D,-0.178678315,-0.189687665,-0.01100935
APOBEC3F,0.017499106,0.003871062,-0.013628044
APOBEC3G,-0.174851653,-0.172623628,0.002228026
APOBEC3H,-0.010426225,-0.022210686,-0.011784461
APOBEC4,0.113355273,0.119098666,0.005743394
APOBR,-0.054243822,-0.097705342,-0.043461519
APOC1,-0.329144619,-0.299194146,0.029950473
APOC2,-0.091276947,-0.041686308,0.049590639
APOC3,0.061713325,0.014854766,-0.046858559
APOC4,0.056603358,0.107458653,0.050855295
APOD,-0.09182389,-0.044631487,0.047192403
APOE,-0.104815331,-0.060819265,0.043996065
APOF,-0.140637542,-0.147217431,-0.006579889
APOH,0.029077724,0.00077722,-0.028300504
APOL1,-0.0217564,-0.039019647,-0.017263247
APOL2,-0.015032223,0.014618698,0.029650922
APOL3,0.096907417,0.178346112,0.081438695
APOL5,-0.095579518,-0.106754862,-0.011175344
APOL6,0.113400657,0.106576161,-0.006824496
APOLD1,-0.15693989,-0.110908194,0.046031696
APOM,-0.105400281,-0.163812087,-0.058411806
APOPT1,-0.119721196,-0.128305327,-0.008584131
APP,0.005884064,0.037411776,0.031527712
APPBP2,0.039935883,0.031273019,-0.008662864
APPL1,0.026853967,0.026409185,-0.000444782
APPL2,0.147440995,0.146683509,-0.000757486
APRT,-0.255020151,-0.297468031,-0.04244788
APTX,-0.057243833,-0.055988058,0.001255775
AQP1,0.104940765,0.112946894,0.008006129
AQP10,-0.22021731,-0.237891166,-0.017673856
AQP11,0.130590135,0.095361541,-0.035228594
AQP12B,-0.193236523,-0.230433233,-0.03719671
AQP2,-0.155398442,-0.147210349,0.008188093
AQP3,-0.12461396,-0.137707629,-0.013093669
AQP4,0.083342236,0.05811275,-0.025229486
AQP5,-0.078401887,-0.118006952,-0.039605065
AQP6,-0.175015507,-0.177897829,-0.002882322
AQP7,-0.987303072,-0.922350585,0.064952487
AQP8,0.095341972,0.091344045,-0.003997927
AQP9,-0.174268593,-0.184026136,-0.009757544
AQPEP,-0.042777087,-0.024478782,0.018298305
AQR,-1.054910223,-1.259924888,-0.205014665
ARAP1,-0.046079955,-0.010057699,0.036022256
ARAP2,0.137088892,0.141315265,0.004226373
ARAP3,0.078522314,0.053698184,-0.024824129
ARC,0.117380275,0.077871881,-0.039508394
ARCN1,-1.229197852,-1.17288619,0.056311661
AREG,0.190465525,0.202954287,0.012488762
AREL1,-0.287966422,-0.215540602,0.07242582
ARF1,-0.459881392,-0.441749561,0.018131831
ARF3,-0.304620572,-0.23868755,0.065933022
ARF4,-0.746697433,-0.610795017,0.135902417
ARF5,-0.032568621,0.035448467,0.068017088
ARF6,-0.351394751,-0.356046664,-0.004651914
ARFGAP1,0.002014437,0.030311985,0.028297548
ARFGAP2,-0.136323271,-0.140386461,-0.00406319
ARFGAP3,0.138053798,0.124329925,-0.013723872
ARFGEF1,-0.140600803,-0.159397331,-0.018796528
ARFGEF2,-0.045581778,0.015934135,0.061515913
ARFIP1,0.069471885,0.090489095,0.02101721
ARFIP2,-0.091884413,-0.093581885,-0.001697473
ARFRP1,-0.733779102,-0.662304272,0.07147483
ARG1,0.141250126,0.147216138,0.005966011
ARG2,0.057764291,0.052563164,-0.005201127
ARGFX,-0.681528659,-0.636912648,0.044616011
ARGLU1,-0.894338553,-0.923930787,-0.029592234
ARHGAP1,-0.18645875,-0.193300182,-0.006841431
ARHGAP10,0.197567568,0.219793685,0.022226116
ARHGAP11A,-0.293017644,-0.262513121,0.030504522
ARHGAP11B,-0.417702293,-0.443402403,-0.025700109
ARHGAP12,0.047902085,0.106686525,0.058784439
ARHGAP15,-0.016554763,0.077297366,0.093852129
ARHGAP17,0.057053318,0.069812965,0.012759647
ARHGAP18,0.098471521,0.088741172,-0.009730349
ARHGAP19,-0.049258212,-0.047436784,0.001821428
ARHGAP20,0.150755543,0.113055287,-0.037700256
ARHGAP21,0.008478376,0.019305325,0.01082695
ARHGAP22,0.047545058,0.051815959,0.004270901
ARHGAP23,-0.378158478,-0.309190937,0.068967541
ARHGAP24,0.128984226,0.153220706,0.024236479
ARHGAP25,-0.051684724,-0.024916731,0.026767992
ARHGAP26,0.185037622,0.133590289,-0.051447334
ARHGAP27,-0.07967988,-0.09963943,-0.01995955
ARHGAP28,0.099778273,0.114133817,0.014355544
ARHGAP29,-0.139273442,-0.088817986,0.050455456
ARHGAP30,-0.013978737,0.050975679,0.064954415
ARHGAP31,-0.061014206,-0.063399499,-0.002385293
ARHGAP32,0.147351753,0.188931904,0.041580151
ARHGAP33,-0.067389624,-0.039521635,0.027867989
ARHGAP35,0.32443744,0.271189301,-0.053248139
ARHGAP39,0.034833077,-0.05729546,-0.092128536
ARHGAP44,0.278485972,0.260212428,-0.018273544
ARHGAP5,-0.197042054,-0.148289785,0.048752269
ARHGAP8,-0.073067069,-0.095054413,-0.021987344
ARHGAP9,-0.366950522,-0.227594156,0.139356366
ARHGDIA,-0.172543823,-0.132580917,0.039962906
ARHGDIB,0.165746746,0.211027186,0.04528044
ARHGDIG,-0.011279353,-0.019036288,-0.007756934
ARHGEF1,-0.051734891,-0.009191948,0.042542943
ARHGEF10,0.059752059,0.035143245,-0.024608814
ARHGEF10L,0.029500699,-0.007814286,-0.037314985
ARHGEF11,-0.26309185,-0.182039133,0.081052718
ARHGEF12,0.093863677,0.10658465,0.012720972
ARHGEF15,0.019251467,0.015471842,-0.003779625
ARHGEF16,-0.162680665,-0.147425349,0.015255316
ARHGEF17,-0.039784576,0.001035549,0.040820124
ARHGEF18,0.080551427,0.110756351,0.030204924
ARHGEF19,-0.110214384,-0.090908094,0.01930629
ARHGEF2,-0.146786958,-0.092370434,0.054416524
ARHGEF25,-0.098634603,-0.081854486,0.016780117
ARHGEF26,-0.050160693,-0.045446447,0.004714247
ARHGEF28,-0.233800477,-0.183682842,0.050117636
ARHGEF3,0.035308036,0.037106187,0.001798151
ARHGEF33,-0.202089735,-0.219052498,-0.016962763
ARHGEF35,0.233700086,0.291910353,0.058210267
ARHGEF37,0.129971156,0.099357989,-0.030613167
ARHGEF38,0.089765365,0.102232133,0.012466768
ARHGEF39,-0.061287575,-0.096767064,-0.035479489
ARHGEF4,0.009891289,0.011190195,0.001298906
ARHGEF40,-0.219873959,-0.200350389,0.01952357
ARHGEF5,-0.316132822,-0.340051752,-0.023918931
ARHGEF7,-0.540160379,-0.284436974,0.255723405
ARID1A,-0.298064184,-0.419758086,-0.121693902
ARID1B,-0.166154038,-0.217157546,-0.051003508
ARID2,-0.400731455,-0.550583748,-0.149852293
ARID3A,-0.470577837,-0.539306836,-0.068728999
ARID3B,-0.280731991,-0.318442582,-0.037710591
ARID3C,-0.218027216,-0.257118689,-0.039091473
ARID4A,-0.041093873,-0.051696399,-0.010602526
ARID4B,-0.135812904,-0.189163771,-0.053350867
ARID5A,-0.220533929,-0.251266876,-0.030732947
ARID5B,-0.056321679,-0.096112043,-0.039790364
ARIH1,-1.315566458,-1.27074521,0.044821248
ARIH2,0.071337456,-0.007096538,-0.078433994
ARIH2OS,-0.048897577,-0.061570017,-0.01267244
ARL1,0.041104422,0.092868387,0.051763965
ARL10,-0.112152088,-0.098850198,0.013301891
ARL11,-0.041673247,-0.072516895,-0.030843647
ARL13B,-0.131495586,-0.047077371,0.084418215
ARL14,0.026202637,0.037583662,0.011381026
ARL14EP,0.063956976,0.135817472,0.071860496
ARL14EPL,0.062551855,0.051090894,-0.011460961
ARL15,0.074407808,0.094371972,0.019964164
ARL16,-0.08059977,-0.038548159,0.042051611
ARL17A,0.021308588,0.088645995,0.067337408
ARL2,-1.456542734,-1.566020991,-0.109478257
ARL2BP,-0.055346932,0.020364476,0.075711408
ARL3,-0.04918379,-0.008016326,0.041167464
ARL4A,-0.012273944,0.036912468,0.049186411
ARL4C,-0.105993914,-0.056523382,0.049470531
ARL4D,-0.555605691,-0.546735888,0.008869803
ARL5A,0.02639466,0.076955024,0.050560365
ARL5B,0.128387447,0.141128735,0.012741288
ARL5C,-0.202436809,-0.18928473,0.013152078
ARL6,0.152433423,0.144828803,-0.00760462
ARL6IP1,0.030070426,0.076662135,0.046591709
ARL6IP5,-0.143050378,-0.179010599,-0.035960222
ARL6IP6,-0.163991534,-0.138173616,0.025817917
ARL8A,-0.035771432,0.027111821,0.062883253
ARL8B,-0.269433564,-0.357347025,-0.087913461
ARL9,-0.079261348,-0.005507584,0.073753764
ARMC1,0.310857869,0.253697981,-0.057159887
ARMC10,-0.196446796,-0.159490166,0.036956629
ARMC12,-0.145278537,-0.091478053,0.053800483
ARMC2,0.005635106,0.04189333,0.036258224
ARMC3,0.082897788,0.089486735,0.006588947
ARMC4,0.048209367,0.03332027,-0.014889097
ARMC5,-0.453281057,-0.309511069,0.143769987
ARMC6,-0.476514242,-0.470410757,0.006103484
ARMC7,-1.356244217,-1.334177254,0.022066963
ARMC8,0.104959643,0.059569386,-0.045390258
ARMC9,-0.020714655,-0.038832963,-0.018118308
ARMS2,0.058064979,0.10502575,0.04696077
ARNT,-0.005205817,-0.002573937,0.00263188
ARNT2,0.092474219,0.105137469,0.012663249
ARNTL,-0.150125157,-0.200856104,-0.050730947
ARNTL2,-0.124717172,-0.127628347,-0.002911175
ARPC1A,-0.016488677,0.001196027,0.017684705
ARPC1B,0.143843092,0.128470002,-0.01537309
ARPC2,-0.488967347,-0.380413649,0.108553699
ARPC3,-0.690256496,-0.634381758,0.055874738
ARPC4,-0.781081039,-0.697198642,0.083882397
ARPC5,-0.225352325,-0.170190085,0.055162241
ARPC5L,-0.046103534,-0.04472066,0.001382874
ARPIN,0.075220726,0.037023429,-0.038197298
ARPP19,-0.306524066,-0.340797154,-0.034273087
ARPP21,0.118642686,0.121684695,0.003042008
ARRB1,-0.132274747,-0.179250482,-0.046975735
ARRB2,0.032636809,0.023204974,-0.009431835
ARRDC1,-0.211085065,-0.176479716,0.034605349
ARRDC2,-0.164498327,-0.066829808,0.09766852
ARRDC3,0.186368556,0.205100375,0.018731818
ARRDC4,0.057163157,0.084583248,0.027420091
ARRDC5,-0.160957711,-0.129290693,0.031667017
ARSA,-0.336335532,-0.306142646,0.030192885
ARSB,-0.277151466,-0.2499143,0.027237166
ARSG,0.331320824,0.361033855,0.029713031
ARSI,-0.263980169,-0.268173792,-0.004193623
ARSJ,0.108531814,0.082321844,-0.02620997
ARSK,-0.160869831,-0.093481469,0.067388361
ART1,-0.052143284,-0.08364721,-0.031503926
ART3,-0.082609509,-0.097606529,-0.01499702
ART4,-0.039446421,0.022807783,0.062254204
ART5,0.015763716,0.016977984,0.001214268
ARTN,-0.078294499,-0.075645359,0.00264914
ARV1,-0.203656054,-0.206199033,-0.002542979
ARVCF,-0.115631634,-0.167289212,-0.051657577
AS3MT,-0.017976395,-0.029157261,-0.011180866
ASAH1,0.005474492,0.038053358,0.032578865
ASAH2,0.152184071,0.19041716,0.038233089
ASAH2B,-0.161798988,-0.181738603,-0.019939615
ASAP1,0.117538276,0.099451984,-0.018086292
ASAP2,0.169458745,0.12271788,-0.046740865
ASAP3,-0.133676871,-0.154833025,-0.021156154
ASB1,0.131752914,0.153478825,0.02172591
ASB10,-0.083504045,-0.096599066,-0.01309502
