Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,,-7,8.2,8.4,30242,81,500,11,2.2,0.66,1017|5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,CDK2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-5.1,MyList
GO Biological Processes,19,GO:0072331,signal transduction by p53 class mediator,19_GO:0023052 signaling,-7,5.5,7.5,30242,164,500,15,3,0.76,1869|2033|4193|4194|4839|4869|6135|6615|7023|8805|10514|11200|23028|23212|84154,E2F1|EP300|MDM2|MDM4|NOP2|NPM1|RPL11|SNAI1|TFAP4|TRIM24|MYBBP1A|CHEK2|KDM1A|RRS1|RPF2,-5.1,MyList
GO Biological Processes,19,GO:0016180,snRNA processing,19_GO:0008152 metabolic process,-7,13,9.7,30242,36,500,8,1.6,0.56,23404|51010|54512|55756|56915|81556|92105|118460,EXOSC2|EXOSC3|EXOSC4|INTS9|EXOSC5|INTS14|INTS4|EXOSC6,-5.1,MyList
Reactome Gene Sets,6,R-HSA-380287,Centrosome maturation,,-7,8.1,8.4,30242,82,500,11,2.2,0.66,1639|1778|1781|7283|11258|23354|27229|55142|79441|114791|115106,DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1,-5.1,MyList
Reactome Gene Sets,6,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,,-7,8.1,8.4,30242,82,500,11,2.2,0.66,1639|1778|1781|7283|11258|23354|27229|55142|79441|114791|115106,DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1,-5.1,MyList
WikiPathways,27,WP4946,"DNA repair pathways, full network",,-6.9,6.5,7.9,30242,121,500,13,2.6,0.71,902|1022|2071|2968|5424|5425|5888|5889|5983|5984|5985|6117|10714,CCNH|CDK7|ERCC3|GTF2H4|POLD1|POLD2|RAD51|RAD51C|RFC3|RFC4|RFC5|RPA1|POLD3,-5,MyList
Reactome Gene Sets,6,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,,-6.9,17,10,30242,25,500,7,1.4,0.53,5424|5425|5983|5984|5985|6117|10714,POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3,-5,MyList
Reactome Gene Sets,6,R-HSA-5685938,HDR through Single Strand Annealing (SSA),,-6.9,13,9.5,30242,37,500,8,1.6,0.56,5883|5888|5932|5983|5984|5985|6117|144715,RAD9A|RAD51|RBBP8|RFC3|RFC4|RFC5|RPA1|RAD9B,-5,MyList
CORUM,33,CORUM:535,TRAP complex,,-6.9,23,11,30242,16,500,6,1.2,0.49,892|9282|9862|9968|10025|29079,CCNC|MED14|MED24|MED12|MED16|MED4,-5,MyList
GO Biological Processes,19,GO:2000232,regulation of rRNA processing,19_GO:0050789 regulation of biological process,-6.9,23,11,30242,16,500,6,1.2,0.49,27292|51441|55781|83732|84128|114049,DIMT1|YTHDF2|RIOK2|RIOK1|WDR75|BUD23,-5,MyList
GO Biological Processes,19,GO:0099116,tRNA 5'-end processing,19_GO:0008152 metabolic process,-6.9,23,11,30242,16,500,6,1.2,0.49,3028|10556|10799|51367|54931|138716,HSD17B10|RPP30|RPP40|POP5|TRMT10C|RPP25L,-5,MyList
GO Biological Processes,19,GO:0080009,mRNA methylation,19_GO:0008152 metabolic process,-6.9,23,11,30242,16,500,6,1.2,0.49,23091|25962|54931|56339|57721|79872,ZC3H13|VIRMA|TRMT10C|METTL3|METTL14|CBLL1,-5,MyList
GO Biological Processes,19,GO:0031570,DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.9,6.4,7.8,30242,123,500,13,2.6,0.71,1017|1432|1869|4193|5514|5883|7919|8914|11200|25988|63967|90381|144715,CDK2|MAPK14|E2F1|MDM2|PPP1R10|RAD9A|DDX39B|TIMELESS|CHEK2|HINFP|CLSPN|TICRR|RAD9B,-5,MyList
Reactome Gene Sets,6,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,-6.8,7.9,8.2,30242,84,500,11,2.2,0.66,902|1022|2071|2968|5424|5425|5983|5984|5985|6117|10714,CCNH|CDK7|ERCC3|GTF2H4|POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3,-5,MyList
Reactome Gene Sets,6,R-HSA-611105,Respiratory electron transport,,-6.8,7,8,30242,103,500,12,2.4,0.68,4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|51295|79133,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|ECSIT|NDUFAF5,-5,MyList
GO Biological Processes,19,GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",19_GO:0008152 metabolic process,-6.8,34,13,30242,9,500,5,1,0.44,8602|10171|10799|23212|27340,NOP14|RCL1|RPP40|RRS1|UTP20,-5,MyList
CORUM,33,CORUM:1003,RC complex (Replication competent complex),,-6.8,34,13,30242,9,500,5,1,0.44,1017|5983|5984|5985|23649,CDK2|RFC3|RFC4|RFC5|POLA2,-5,MyList
GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-6.8,3.6,6.7,30242,385,500,23,4.6,0.94,1017|1432|1869|2146|2648|4193|4682|4869|5119|5514|5883|7023|7919|8914|9587|10527|11200|25988|51143|54475|63967|90381|144715,CDK2|MAPK14|E2F1|EZH2|KAT2A|MDM2|NUBP1|NPM1|CHMP1A|PPP1R10|RAD9A|TFAP4|DDX39B|TIMELESS|MAD2L1BP|IPO7|CHEK2|HINFP|DYNC1LI1|NLE1|CLSPN|TICRR|RAD9B,-4.9,MyList
GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.8,5.4,7.4,30242,169,500,15,3,0.76,1017|1432|1869|4193|5514|5883|7919|8914|9587|11200|25988|51143|63967|90381|144715,CDK2|MAPK14|E2F1|MDM2|PPP1R10|RAD9A|DDX39B|TIMELESS|MAD2L1BP|CHEK2|HINFP|DYNC1LI1|CLSPN|TICRR|RAD9B,-4.9,MyList
GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-6.8,4,6.9,30242,299,500,20,4,0.88,896|1017|1062|1869|1981|2071|2146|4193|5356|5889|7023|7027|8317|9587|11200|51143|51433|55781|63967|90381,CCND3|CDK2|CENPE|E2F1|EIF4G1|ERCC3|EZH2|MDM2|PLRG1|RAD51C|TFAP4|TFDP1|CDC7|MAD2L1BP|CHEK2|DYNC1LI1|ANAPC5|RIOK2|CLSPN|TICRR,-4.9,MyList
Reactome Gene Sets,6,R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,,-6.8,16,10,30242,26,500,7,1.4,0.53,5424|5425|5983|5984|5985|6117|10714,POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3,-4.9,MyList
GO Biological Processes,19,GO:2001020,regulation of response to DNA damage stimulus,19_GO:0050896 response to stimulus,-6.8,4.7,7.1,30242,219,500,17,3.4,0.81,1054|1663|4193|4609|4869|5514|5888|6615|7919|8914|9774|11143|11200|23028|23514|51366|64210,CEBPG|DDX11|MDM2|MYC|NPM1|PPP1R10|RAD51|SNAI1|DDX39B|TIMELESS|BCLAF1|KAT7|CHEK2|KDM1A|SPIDR|UBR5|MMS19,-4.9,MyList
Reactome Gene Sets,6,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,,-6.8,8.9,8.5,30242,68,500,10,2,0.63,5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.9,MyList
WikiPathways,27,WP4022,Pyrimidine metabolism,,-6.7,7.7,8.1,30242,86,500,11,2.2,0.66,790|1503|5424|5425|5557|5558|6241|7372|10714|23649|64425,CAD|CTPS1|POLD1|POLD2|PRIM1|PRIM2|RRM2|UMPS|POLD3|POLA2|POLR1E,-4.9,MyList
GO Biological Processes,19,GO:0000070,mitotic sister chromatid segregation,19_GO:0009987 cellular process,-6.7,5.3,7.3,30242,171,500,15,3,0.76,1062|3837|5119|7283|8243|9587|23212|23636|51143|51433|55165|55781|64682|79003|146909,CENPE|KPNB1|CHMP1A|TUBG1|SMC1A|MAD2L1BP|RRS1|NUP62|DYNC1LI1|ANAPC5|CEP55|RIOK2|ANAPC1|MIS12|KIF18B,-4.9,MyList
Reactome Gene Sets,6,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,,-6.7,6.2,7.6,30242,126,500,13,2.6,0.71,1062|1778|1781|4928|6232|7514|8243|11243|51143|79003|80152|220134|100527963,CENPE|DYNC1H1|DYNC1I2|NUP98|RPS27|XPO1|SMC1A|PMF1|DYNC1LI1|MIS12|CENPT|SKA1|PMF1-BGLAP,-4.9,MyList
Reactome Gene Sets,6,R-HSA-191859,snRNP Assembly,,-6.7,10,8.8,30242,53,500,9,1.8,0.59,1207|4928|6632|6634|6637|8480|10073|23636|79084,CLNS1A|NUP98|SNRPD1|SNRPD3|SNRPG|RAE1|SNUPN|NUP62|WDR77,-4.8,MyList
Reactome Gene Sets,6,R-HSA-194441,Metabolism of non-coding RNA,,-6.7,10,8.8,30242,53,500,9,1.8,0.59,1207|4928|6632|6634|6637|8480|10073|23636|79084,CLNS1A|NUP98|SNRPD1|SNRPD3|SNRPG|RAE1|SNUPN|NUP62|WDR77,-4.8,MyList
Reactome Gene Sets,6,R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",,-6.7,6.2,7.6,30242,127,500,13,2.6,0.71,515|4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|51295|79133,ATP5PB|NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|ECSIT|NDUFAF5,-4.8,MyList
GO Biological Processes,19,GO:0019646,aerobic electron transport chain,19_GO:0008152 metabolic process,-6.7,7.6,8.1,30242,87,500,11,2.2,0.66,4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|100532726,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|NDUFC2-KCTD14,-4.8,MyList
Reactome Gene Sets,6,R-HSA-450604,KSRP (KHSRP) binds and destabilizes mRNA,,-6.7,21,11,30242,17,500,6,1.2,0.49,1432|23404|51010|54512|56915|118460,MAPK14|EXOSC2|EXOSC3|EXOSC4|EXOSC5|EXOSC6,-4.8,MyList
GO Biological Processes,19,GO:0016556,mRNA modification,19_GO:0008152 metabolic process,-6.7,16,9.9,30242,27,500,7,1.4,0.53,1736|23091|25962|54931|56339|57721|79872,DKC1|ZC3H13|VIRMA|TRMT10C|METTL3|METTL14|CBLL1,-4.8,MyList
GO Biological Processes,19,GO:0046700,heterocycle catabolic process,19_GO:0008152 metabolic process,-6.7,3.3,6.5,30242,456,500,25,5,0.97,1432|1736|1869|2926|4507|4848|4849|4869|5394|9131|11157|11219|22794|23019|23404|25939|51010|51441|51690|54512|56339|56915|57721|57819|118460,MAPK14|DKC1|E2F1|GRSF1|MTAP|CNOT2|CNOT3|NPM1|EXOSC10|AIFM1|LSM6|TREX2|CASC3|CNOT1|EXOSC2|SAMHD1|EXOSC3|YTHDF2|LSM7|EXOSC4|METTL3|EXOSC5|METTL14|LSM2|EXOSC6,-4.8,MyList
Reactome Gene Sets,6,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,,-6.6,7.6,8,30242,88,500,11,2.2,0.66,1017|5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,CDK2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.8,MyList
Reactome Gene Sets,6,R-HSA-453276,Regulation of mitotic cell cycle,,-6.6,7.6,8,30242,88,500,11,2.2,0.66,1017|5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,CDK2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.8,MyList
GO Biological Processes,19,GO:0044270,cellular nitrogen compound catabolic process,19_GO:0008152 metabolic process,-6.6,3.3,6.4,30242,462,500,25,5,0.97,1432|1736|1869|2926|4507|4848|4849|4869|5394|9131|11157|11219|22794|23019|23404|25939|51010|51441|51690|54512|56339|56915|57721|57819|118460,MAPK14|DKC1|E2F1|GRSF1|MTAP|CNOT2|CNOT3|NPM1|EXOSC10|AIFM1|LSM6|TREX2|CASC3|CNOT1|EXOSC2|SAMHD1|EXOSC3|YTHDF2|LSM7|EXOSC4|METTL3|EXOSC5|METTL14|LSM2|EXOSC6,-4.7,MyList
KEGG Pathway,24,hsa03430,Mismatch repair,,-6.5,15,9.7,30242,28,500,7,1.4,0.53,5424|5425|5983|5984|5985|6117|10714,POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3,-4.7,MyList
CORUM,33,CORUM:788,Exosome,,-6.5,30,12,30242,10,500,5,1,0.44,23404|51010|54512|56915|118460,EXOSC2|EXOSC3|EXOSC4|EXOSC5|EXOSC6,-4.7,MyList
GO Biological Processes,19,GO:2000234,positive regulation of rRNA processing,19_GO:0048518 positive regulation of biological process,-6.5,30,12,30242,10,500,5,1,0.44,27292|55781|83732|84128|114049,DIMT1|RIOK2|RIOK1|WDR75|BUD23,-4.7,MyList
CORUM,33,CORUM:86,NUMAC complex (nucleosomal methylation activator complex),,-6.5,30,12,30242,10,500,5,1,0.44,6599|6601|6605|8289|10498,SMARCC1|SMARCC2|SMARCE1|ARID1A|CARM1,-4.7,MyList
CORUM,33,CORUM:1252,EBAFa complex,,-6.5,30,12,30242,10,500,5,1,0.44,4298|6599|6601|6605|8289,MLLT1|SMARCC1|SMARCC2|SMARCE1|ARID1A,-4.7,MyList
GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0008152 metabolic process,-6.5,6,7.4,30242,131,500,13,2.6,0.71,1736|4609|5394|5514|5888|5889|6117|54433|54552|55505|55651|56252|65057,DKC1|MYC|EXOSC10|PPP1R10|RAD51|RAD51C|RPA1|GAR1|GNL3L|NOP10|NHP2|YLPM1|ACD,-4.7,MyList
GO Biological Processes,19,GO:2000278,regulation of DNA biosynthetic process,19_GO:0050789 regulation of biological process,-6.5,6.6,7.6,30242,110,500,12,2.4,0.68,1736|4609|4931|5394|5983|5984|5985|7027|7919|27000|54552|65057,DKC1|MYC|NVL|EXOSC10|RFC3|RFC4|RFC5|TFDP1|DDX39B|DNAJC2|GNL3L|ACD,-4.7,MyList
Reactome Gene Sets,6,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,,-6.5,5.1,7.1,30242,178,500,15,3,0.76,515|4700|4702|4704|4708|4710|4716|4718|4725|4728|4967|29796|51295|79133|79944,ATP5PB|NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|OGDH|UQCR10|ECSIT|NDUFAF5|L2HGDH,-4.7,MyList
GO Biological Processes,19,GO:0098813,nuclear chromosome segregation,19_GO:0009987 cellular process,-6.5,4,6.7,30242,284,500,19,3.8,0.86,1062|1663|1778|3837|5119|5889|7283|8243|9587|23212|23636|51143|51433|55165|55781|64682|79003|146909|644186,CENPE|DDX11|DYNC1H1|KPNB1|CHMP1A|RAD51C|TUBG1|SMC1A|MAD2L1BP|RRS1|NUP62|DYNC1LI1|ANAPC5|CEP55|RIOK2|ANAPC1|MIS12|KIF18B|SYCE3,-4.6,MyList
Reactome Gene Sets,6,R-HSA-5696398,Nucleotide Excision Repair,,-6.5,6.5,7.6,30242,111,500,12,2.4,0.68,902|1022|2033|2071|2968|5424|5425|5983|5984|5985|6117|10714,CCNH|CDK7|EP300|ERCC3|GTF2H4|POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3,-4.6,MyList
WikiPathways,27,WP1984,Integrated breast cancer pathway,,-6.5,5.5,7.2,30242,155,500,14,2.8,0.74,196|1017|1022|1869|2033|4193|4609|5888|11200|23613|26284|55671|57178|57223,AHR|CDK2|CDK7|E2F1|EP300|MDM2|MYC|RAD51|CHEK2|ZMYND8|ERAL1|PPP4R3A|ZMIZ1|PPP4R3B,-4.6,MyList
GO Biological Processes,19,GO:0016573,histone acetylation,19_GO:0008152 metabolic process,-6.5,5.5,7.2,30242,155,500,14,2.8,0.74,2033|2648|4297|7862|9862|9913|10474|10629|11143|27097|64769|93624|112869|117143,EP300|KAT2A|KMT2A|BRPF1|MED24|SUPT7L|TADA3|TAF6L|KAT7|TAF5L|MEAF6|TADA2B|SGF29|TADA1,-4.6,MyList
Reactome Gene Sets,6,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-6.5,8.3,8.1,30242,73,500,10,2,0.63,5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.6,MyList
Canonical Pathways,11,M40,PID E2F PATHWAY,,-6.5,8.3,8.1,30242,73,500,10,2,0.63,896|1017|1869|2033|2648|4172|4609|5932|6241|7027,CCND3|CDK2|E2F1|EP300|KAT2A|MCM3|MYC|RBBP8|RRM2|TFDP1,-4.6,MyList
KEGG Pathway,24,ko00190,Oxidative phosphorylation,,-6.5,5.9,7.4,30242,133,500,13,2.6,0.71,515|537|4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|100532726,ATP5PB|ATP6AP1|NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|NDUFC2-KCTD14,-4.6,MyList
GO Biological Processes,19,GO:1902292,cell cycle DNA replication initiation,19_GO:0008152 metabolic process,-6.4,48,14,30242,5,500,4,0.8,0.4,4171|4172|4173|64785,MCM2|MCM3|MCM4|GINS3,-4.6,MyList
GO Biological Processes,19,GO:1902975,mitotic DNA replication initiation,19_GO:0008152 metabolic process,-6.4,48,14,30242,5,500,4,0.8,0.4,4171|4172|4173|64785,MCM2|MCM3|MCM4|GINS3,-4.6,MyList
GO Biological Processes,19,GO:1902315,nuclear cell cycle DNA replication initiation,19_GO:0008152 metabolic process,-6.4,48,14,30242,5,500,4,0.8,0.4,4171|4172|4173|64785,MCM2|MCM3|MCM4|GINS3,-4.6,MyList
WikiPathways,27,WP405,Eukaryotic transcription initiation,,-6.4,12,8.8,30242,42,500,8,1.6,0.56,902|1022|2071|2960|2961|2968|6908|64425,CCNH|CDK7|ERCC3|GTF2E1|GTF2E2|GTF2H4|TBP|POLR1E,-4.6,MyList
Reactome Gene Sets,6,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,,-6.4,8.2,8,30242,74,500,10,2,0.63,5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.6,MyList
Reactome Gene Sets,6,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,,-6.4,8.2,8,30242,74,500,10,2,0.63,5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.6,MyList
GO Biological Processes,19,GO:1901796,regulation of signal transduction by p53 class mediator,19_GO:0023052 signaling,-6.4,7.2,7.7,30242,93,500,11,2.2,0.66,2033|4193|4839|4869|6135|6615|8805|11200|23028|23212|84154,EP300|MDM2|NOP2|NPM1|RPL11|SNAI1|TRIM24|CHEK2|KDM1A|RRS1|RPF2,-4.6,MyList
GO Biological Processes,19,GO:0019439,aromatic compound catabolic process,19_GO:0008152 metabolic process,-6.4,3.2,6.2,30242,473,500,25,5,0.97,1432|1736|1869|2926|4507|4848|4849|4869|5394|9131|11157|11219|22794|23019|23404|25939|51010|51441|51690|54512|56339|56915|57721|57819|118460,MAPK14|DKC1|E2F1|GRSF1|MTAP|CNOT2|CNOT3|NPM1|EXOSC10|AIFM1|LSM6|TREX2|CASC3|CNOT1|EXOSC2|SAMHD1|EXOSC3|YTHDF2|LSM7|EXOSC4|METTL3|EXOSC5|METTL14|LSM2|EXOSC6,-4.5,MyList
GO Biological Processes,19,GO:0022904,respiratory electron transport chain,19_GO:0008152 metabolic process,-6.4,6.4,7.4,30242,114,500,12,2.4,0.68,4700|4702|4704|4708|4710|4716|4718|4725|4728|10514|29796|100532726,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|MYBBP1A|UQCR10|NDUFC2-KCTD14,-4.5,MyList
Reactome Gene Sets,6,R-HSA-68827,CDT1 association with the CDC6:ORC:origin complex,,-6.4,9.4,8.3,30242,58,500,9,1.8,0.59,4999|5001|5682|5685|5688|5693|5695|5709|5710,ORC2|ORC5|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-4.5,MyList
GO Biological Processes,19,GO:0071103,DNA conformation change,19_GO:0009987 cellular process,-6.4,4,6.6,30242,290,500,19,3.8,0.86,1663|2071|3009|3159|4171|4172|4173|4174|4869|5119|5888|5983|5984|5985|6117|8208|9131|56652|79648,DDX11|ERCC3|H1-5|HMGA1|MCM2|MCM3|MCM4|MCM5|NPM1|CHMP1A|RAD51|RFC3|RFC4|RFC5|RPA1|CHAF1B|AIFM1|TWNK|MCPH1,-4.5,MyList
Reactome Gene Sets,6,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,,-6.3,7.1,7.7,30242,94,500,11,2.2,0.66,1639|1778|1781|7283|11258|23354|27229|55142|79441|114791|115106,DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1,-4.5,MyList
Reactome Gene Sets,6,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,,-6.3,14,9.3,30242,30,500,7,1.4,0.53,5424|5425|5983|5984|5985|6117|10714,POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3,-4.5,MyList
CORUM,33,CORUM:1183,CDC5L complex,,-6.3,14,9.3,30242,30,500,7,1.4,0.53,1778|5356|6632|6634|10250|10992|27316,DYNC1H1|PLRG1|SNRPD1|SNRPD3|SRRM1|SF3B2|RBMX,-4.5,MyList
GO Biological Processes,19,GO:0000077,DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.3,6.3,7.4,30242,115,500,12,2.4,0.68,1017|1432|1869|4193|5514|5883|7919|11200|25988|63967|90381|144715,CDK2|MAPK14|E2F1|MDM2|PPP1R10|RAD9A|DDX39B|CHEK2|HINFP|CLSPN|TICRR|RAD9B,-4.5,MyList
Reactome Gene Sets,6,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,,-6.3,8,7.9,30242,76,500,10,2,0.63,5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.5,MyList
GO Biological Processes,19,GO:0042773,ATP synthesis coupled electron transport,19_GO:0008152 metabolic process,-6.3,7,7.6,30242,95,500,11,2.2,0.66,4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|100532726,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|NDUFC2-KCTD14,-4.5,MyList
GO Biological Processes,19,GO:0042775,mitochondrial ATP synthesis coupled electron transport,19_GO:0008152 metabolic process,-6.3,7,7.6,30242,95,500,11,2.2,0.66,4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|100532726,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|NDUFC2-KCTD14,-4.5,MyList
GO Biological Processes,19,GO:0034427,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",19_GO:0048519 negative regulation of biological process,-6.3,27,11,30242,11,500,5,1,0.44,23404|51010|54512|56915|118460,EXOSC2|EXOSC3|EXOSC4|EXOSC5|EXOSC6,-4.5,MyList
GO Biological Processes,19,GO:0018393,internal peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-6.3,5.3,7,30242,161,500,14,2.8,0.74,2033|2648|4297|7862|9862|9913|10474|10629|11143|27097|64769|93624|112869|117143,EP300|KAT2A|KMT2A|BRPF1|MED24|SUPT7L|TADA3|TAF6L|KAT7|TAF5L|MEAF6|TADA2B|SGF29|TADA1,-4.5,MyList
GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-6.3,3.9,6.5,30242,294,500,19,3.8,0.86,1017|1432|1869|2146|2648|4193|4682|4869|5514|5883|7919|8914|9587|11200|25988|51143|63967|90381|144715,CDK2|MAPK14|E2F1|EZH2|KAT2A|MDM2|NUBP1|NPM1|PPP1R10|RAD9A|DDX39B|TIMELESS|MAD2L1BP|CHEK2|HINFP|DYNC1LI1|CLSPN|TICRR|RAD9B,-4.4,MyList
Reactome Gene Sets,6,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,,-6.2,7.9,7.8,30242,77,500,10,2,0.63,5682|5685|5688|5693|5695|5709|5710|7324|51433|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|ANAPC5|ANAPC1,-4.4,MyList
Reactome Gene Sets,6,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,,-6.2,6.2,7.3,30242,117,500,12,2.4,0.68,1062|1778|1781|4928|6232|7514|11243|51143|79003|80152|220134|100527963,CENPE|DYNC1H1|DYNC1I2|NUP98|RPS27|XPO1|PMF1|DYNC1LI1|MIS12|CENPT|SKA1|PMF1-BGLAP,-4.4,MyList
GO Biological Processes,19,GO:0071478,cellular response to radiation,19_GO:0050896 response to stimulus,-6.2,4.9,6.9,30242,187,500,15,3,0.76,1432|2033|4193|4609|4869|5424|5883|5888|10714|11200|23028|23514|56339|144715|150678,MAPK14|EP300|MDM2|MYC|NPM1|POLD1|RAD9A|RAD51|POLD3|CHEK2|KDM1A|SPIDR|METTL3|RAD9B|COPS9,-4.4,MyList
GO Biological Processes,19,GO:0050657,nucleic acid transport,19_GO:0051179 localization,-6.2,5.2,7,30242,163,500,14,2.8,0.74,2733|4869|4928|7514|7919|8480|10073|22794|23636|29074|57187|57510|65083|91746,GLE1|NPM1|NUP98|XPO1|DDX39B|RAE1|SNUPN|CASC3|NUP62|MRPL18|THOC2|XPO5|NOL6|YTHDC1,-4.4,MyList
