Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,,-9.6,14,12,30242,47,500,11,2.2,0.66,5431|5432|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-7,MyList
CORUM,33,CORUM:514,TFIID-beta complex,,-9.6,35,15,30242,12,500,7,1.4,0.53,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-7,MyList
CORUM,33,CORUM:6470,Set1B complex,,-9.6,35,15,30242,12,500,7,1.4,0.53,3054|5929|9070|11091|23067|30827|84661,HCFC1|RBBP5|ASH2L|WDR5|SETD1B|CXXC1|DPY30,-7,MyList
CORUM,33,CORUM:485,"TFIID complex, B-cell specific",,-9.6,35,15,30242,12,500,7,1.4,0.53,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-7,MyList
CORUM,33,CORUM:509,TFIID complex,,-9.6,35,15,30242,12,500,7,1.4,0.53,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-7,MyList
Reactome Gene Sets,6,R-HSA-72163,mRNA Splicing - Major Pathway,,-9.6,6.3,9.3,30242,183,500,19,3.8,0.86,1477|1479|1665|1994|3181|5093|5431|5432|6626|10181|10450|10898|25949|29894|51593|55339|55696|55749|81608,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SNRPA|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|CCAR1|FIP1L1,-7,MyList
GO Biological Processes,19,GO:0006475,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-9.6,6.7,9.4,30242,163,500,18,3.6,0.83,86|3054|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-6.9,MyList
GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-9.5,4.8,8.6,30242,301,500,24,4.8,0.96,811|1994|3181|3621|5571|5901|5905|6396|7157|8086|8498|9972|10204|10526|10657|23435|54890|55051|55677|55696|55706|55929|57154|129401,CALR|ELAVL1|HNRNPA2B1|ING1|PRKAG1|RAN|RANGAP1|SEC13|TP53|AAAS|RANBP3|NUP153|NUTF2|IPO8|KHDRBS1|TARDBP|ALKBH5|NRDE2|IWS1|RBM22|NDC1|DMAP1|SMURF1|NUP35,-6.9,MyList
GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-9.5,4.8,8.6,30242,301,500,24,4.8,0.96,811|1994|3181|3621|5571|5901|5905|6396|7157|8086|8498|9972|10204|10526|10657|23435|54890|55051|55677|55696|55706|55929|57154|129401,CALR|ELAVL1|HNRNPA2B1|ING1|PRKAG1|RAN|RANGAP1|SEC13|TP53|AAAS|RANBP3|NUP153|NUTF2|IPO8|KHDRBS1|TARDBP|ALKBH5|NRDE2|IWS1|RBM22|NDC1|DMAP1|SMURF1|NUP35,-6.9,MyList
Reactome Gene Sets,6,R-HSA-2990846,SUMOylation,,-9.4,6.1,9.1,30242,188,500,19,3.8,0.86,1788|3065|3066|3622|5905|6396|6613|6670|7157|7376|8086|9972|10055|10735|25942|51564|55706|129401|348995,DNMT3A|HDAC1|HDAC2|ING2|RANGAP1|SEC13|SUMO2|SP3|TP53|NR1H2|AAAS|NUP153|SAE1|STAG2|SIN3A|HDAC7|NDC1|NUP35|NUP43,-6.8,MyList
Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-9.3,3.1,7.6,30242,757,500,39,7.8,1.2,528|811|1051|1340|1345|1351|1353|1385|2113|2673|3015|3397|6396|6647|6667|7157|7184|8086|8454|9611|9972|10113|10393|10525|23054|23411|23523|25942|30827|51241|51343|51360|55706|84447|96459|129401|167227|200916|348995,ATP6V1C1|CALR|CEBPB|COX6B1|COX6C|COX8A|COX11|CREB1|ETS1|GFPT1|H2AZ1|ID1|SEC13|SOD1|SP1|TP53|HSP90B1|AAAS|CUL1|NCOR1|NUP153|PREB|ANAPC10|HYOU1|NCOA6|SIRT1|CABIN1|SIN3A|CXXC1|COX16|FZR1|MBTPS2|NDC1|SYVN1|FNIP1|NUP35|DCP2|RPL22L1|NUP43,-6.7,MyList
Reactome Gene Sets,6,R-HSA-72172,mRNA Splicing,,-9.3,6,9,30242,191,500,19,3.8,0.86,1477|1479|1665|1994|3181|5093|5431|5432|6626|10181|10450|10898|25949|29894|51593|55339|55696|55749|81608,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SNRPA|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|CCAR1|FIP1L1,-6.7,MyList
CORUM,33,CORUM:6462,MLL1 complex,,-9.3,45,16,30242,8,500,6,1.2,0.49,3054|4221|5929|9070|11091|84661,HCFC1|MEN1|RBBP5|ASH2L|WDR5|DPY30,-6.7,MyList
GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-9.3,5.7,8.9,30242,214,500,20,4,0.88,811|908|3336|4820|5082|5202|5478|6950|7184|10450|10575|10576|10694|10726|23184|23386|23759|56886|81572|120526,CALR|CCT6A|HSPE1|NKTR|PDCL|PFDN2|PPIA|TCP1|HSP90B1|PPIE|CCT4|CCT2|CCT8|NUDC|MESD|NUDCD3|PPIL2|UGGT1|PDRG1|DNAJC24,-6.7,MyList
GO Biological Processes,19,GO:0006974,cellular response to DNA damage stimulus,19_GO:0050896 response to stimulus,-9.2,3,7.5,30242,799,500,40,8,1.2,86|3622|4221|4798|5252|5591|5929|6421|6749|6872|7157|7189|7913|9070|9320|10075|10459|11011|23054|23411|25949|26058|29108|51343|51377|51548|54617|54891|55051|55236|55339|55929|57646|65123|84142|91607|93973|126520|138151|283899,ACTL6A|ING2|MEN1|NFRKB|PHF1|PRKDC|RBBP5|SFPQ|SSRP1|TAF1|TP53|TRAF6|DEK|ASH2L|TRIP12|HUWE1|MAD2L2|TLK2|NCOA6|SIRT1|SYF2|GIGYF2|PYCARD|FZR1|UCHL5|SIRT6|INO80|INO80D|NRDE2|UBA6|WDR33|DMAP1|USP28|INTS3|ABRAXAS1|SLFN11|ACTR8|PLK5|NACC2|INO80E,-6.6,MyList
Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-9.1,3.1,7.5,30242,771,500,39,7.8,1.2,528|811|1051|1340|1345|1351|1353|1385|2113|2673|3015|3397|6396|6647|6667|7157|7184|8086|8454|9611|9972|10113|10393|10525|23054|23411|23523|25942|30827|51241|51343|51360|55706|84447|96459|129401|167227|200916|348995,ATP6V1C1|CALR|CEBPB|COX6B1|COX6C|COX8A|COX11|CREB1|ETS1|GFPT1|H2AZ1|ID1|SEC13|SOD1|SP1|TP53|HSP90B1|AAAS|CUL1|NCOR1|NUP153|PREB|ANAPC10|HYOU1|NCOA6|SIRT1|CABIN1|SIN3A|CXXC1|COX16|FZR1|MBTPS2|NDC1|SYVN1|FNIP1|NUP35|DCP2|RPL22L1|NUP43,-6.5,MyList
GO Biological Processes,19,GO:0031123,RNA 3'-end processing,19_GO:0008152 metabolic process,-9,7.8,9.5,30242,116,500,15,3,0.76,1477|1479|6829|9646|9810|10898|23248|26512|29894|54623|55339|79577|80789|81608|123169,CSTF1|CSTF3|SUPT5H|CTR9|RNF40|CPSF4|RPRD2|INTS6|CPSF1|PAF1|WDR33|CDC73|INTS5|FIP1L1|LEO1,-6.5,MyList
Reactome Gene Sets,6,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,,-9,15,11,30242,41,500,10,2,0.63,6396|8086|9972|10898|29894|55339|55706|81608|129401|348995,SEC13|AAAS|NUP153|CPSF4|CPSF1|WDR33|NDC1|FIP1L1|NUP35|NUP43,-6.5,MyList
GO Biological Processes,19,GO:0031056,regulation of histone modification,19_GO:0050789 regulation of biological process,-9,6.6,9.1,30242,156,500,17,3.4,0.81,3622|5252|6688|6879|7157|9320|9646|9810|11091|23168|23411|25942|54623|55677|55904|64324|80349,ING2|PHF1|SPI1|TAF7|TP53|TRIP12|CTR9|RNF40|WDR5|RTF1|SIRT1|SIN3A|PAF1|IWS1|KMT2E|NSD1|WDR61,-6.4,MyList
GO Biological Processes,19,GO:0016575,histone deacetylation,19_GO:0008152 metabolic process,-9,9.5,10,30242,83,500,13,2.6,0.71,3065|3066|3622|6421|7157|9219|23411|25855|25942|51548|51564|55758|55809,HDAC1|HDAC2|ING2|SFPQ|TP53|MTA2|SIRT1|BRMS1|SIN3A|SIRT6|HDAC7|RCOR3|TRERF1,-6.4,MyList
CORUM,33,CORUM:1167,Paf complex,,-8.9,60,17,30242,5,500,5,1,0.44,9646|54623|79577|80349|123169,CTR9|PAF1|CDC73|WDR61|LEO1,-6.4,MyList
Reactome Gene Sets,6,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,,-8.9,14,11,30242,42,500,10,2,0.63,6396|8086|9972|10898|29894|55339|55706|81608|129401|348995,SEC13|AAAS|NUP153|CPSF4|CPSF1|WDR33|NDC1|FIP1L1|NUP35|NUP43,-6.4,MyList
GO Biological Processes,19,GO:0006417,regulation of translation,19_GO:0050789 regulation of biological process,-8.8,3.7,7.8,30242,469,500,29,5.8,1,16|678|811|1656|1802|1984|1994|2058|3609|5591|7555|7812|8890|8893|9125|9470|9924|10657|10959|23369|23435|25904|26058|51247|51611|55571|83759|120526|167227,AARS1|ZFP36L2|CALR|DDX6|DPH2|EIF5A|ELAVL1|EPRS1|ILF3|PRKDC|CNBP|CSDE1|EIF2B4|EIF2B5|CNOT9|EIF4E2|PAN2|KHDRBS1|TMED2|PUM2|TARDBP|CNOT10|GIGYF2|PAIP2|DPH5|CNOT11|RBM4B|DNAJC24|DCP2,-6.3,MyList
CORUM,33,CORUM:3009,TFIID complex,,-8.8,40,15,30242,9,500,6,1.2,0.49,6872|6873|6874|6877|6878|6882,TAF1|TAF2|TAF4|TAF5|TAF6|TAF11,-6.3,MyList
CORUM,33,CORUM:155,TFIID complex,,-8.8,40,15,30242,9,500,6,1.2,0.49,6872|6873|6874|6877|6878|6882,TAF1|TAF2|TAF4|TAF5|TAF6|TAF11,-6.3,MyList
Reactome Gene Sets,6,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,,-8.8,6,8.7,30242,182,500,18,3.6,0.83,1788|3065|3066|3622|5905|6396|6613|6670|7157|7376|8086|9972|10735|25942|51564|55706|129401|348995,DNMT3A|HDAC1|HDAC2|ING2|RANGAP1|SEC13|SUMO2|SP3|TP53|NR1H2|AAAS|NUP153|STAG2|SIN3A|HDAC7|NDC1|NUP35|NUP43,-6.3,MyList
GO Biological Processes,19,GO:0034248,regulation of cellular amide metabolic process,19_GO:0050789 regulation of biological process,-8.7,3.5,7.6,30242,532,500,31,6.2,1.1,16|678|811|1656|1802|1984|1994|2058|3609|5591|6667|7157|7555|7812|8890|8893|9125|9470|9924|10657|10959|23369|23435|25904|26058|51247|51611|55571|83759|120526|167227,AARS1|ZFP36L2|CALR|DDX6|DPH2|EIF5A|ELAVL1|EPRS1|ILF3|PRKDC|SP1|TP53|CNBP|CSDE1|EIF2B4|EIF2B5|CNOT9|EIF4E2|PAN2|KHDRBS1|TMED2|PUM2|TARDBP|CNOT10|GIGYF2|PAIP2|DPH5|CNOT11|RBM4B|DNAJC24|DCP2,-6.3,MyList
Reactome Gene Sets,6,R-HSA-446203,Asparagine N-linked glycosylation,,-8.7,4.6,8.1,30242,304,500,23,4.6,0.94,811|1603|1650|1798|2673|4249|4253|5373|6184|6185|6396|6400|10113|10959|29925|56886|57171|64841|79868|79947|84447|199857|440138,CALR|DAD1|DDOST|DPAGT1|GFPT1|MGAT5|MIA2|PMM2|RPN1|RPN2|SEC13|SEL1L|PREB|TMED2|GMPPB|UGGT1|DOLPP1|GNPNAT1|ALG13|DHDDS|SYVN1|ALG14|ALG11,-6.3,MyList
Reactome Gene Sets,6,R-HSA-6784531,tRNA processing in the nucleus,,-8.7,12,10,30242,57,500,11,2.2,0.66,5901|6396|8086|9972|10898|29894|51493|55706|79897|129401|348995,RAN|SEC13|AAAS|NUP153|CPSF4|CPSF1|RTCB|NDC1|RPP21|NUP35|NUP43,-6.2,MyList
KEGG Pathway,24,ko03022,Basal transcription factors,,-8.6,13,11,30242,45,500,10,2,0.63,6872|6873|6874|6877|6878|6879|6882|6884|83860|129685,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3|TAF8,-6.1,MyList
GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-8.6,3,7.3,30242,736,500,37,7.4,1.2,16|678|811|833|1656|1802|1937|1984|1994|2058|2193|3035|3609|5591|7407|7555|7812|8890|8891|8893|9125|9470|9924|10657|10959|23369|23435|25904|26058|51247|51520|51611|55571|83759|120526|167227|200916,AARS1|ZFP36L2|CALR|CARS1|DDX6|DPH2|EEF1G|EIF5A|ELAVL1|EPRS1|FARSA|HARS1|ILF3|PRKDC|VARS1|CNBP|CSDE1|EIF2B4|EIF2B3|EIF2B5|CNOT9|EIF4E2|PAN2|KHDRBS1|TMED2|PUM2|TARDBP|CNOT10|GIGYF2|PAIP2|LARS1|DPH5|CNOT11|RBM4B|DNAJC24|DCP2|RPL22L1,-6.1,MyList
Reactome Gene Sets,6,R-HSA-72306,tRNA processing,,-8.5,7.9,9.3,30242,107,500,14,2.8,0.74,2058|5901|6396|8086|9972|10898|29894|51493|54974|55706|63892|79897|129401|348995,EPRS1|RAN|SEC13|AAAS|NUP153|CPSF4|CPSF1|RTCB|THG1L|NDC1|THADA|RPP21|NUP35|NUP43,-6.1,MyList
GO Biological Processes,19,GO:0006378,mRNA polyadenylation,19_GO:0008152 metabolic process,-8.5,13,11,30242,46,500,10,2,0.63,1479|6829|9646|9810|29894|54623|55339|79577|81608|123169,CSTF3|SUPT5H|CTR9|RNF40|CPSF1|PAF1|WDR33|CDC73|FIP1L1|LEO1,-6,MyList
GO Biological Processes,19,GO:0044770,cell cycle phase transition,19_GO:0009987 cellular process,-8.4,3.5,7.5,30242,518,500,30,6,1.1,678|3373|4221|5591|5933|6872|6873|7157|8454|8883|9184|10459|10657|25942|25949|26058|51343|51379|54617|54623|55904|57646|65123|79577|84142|91607|116224|126520|138151|284001,ZFP36L2|HYAL1|MEN1|PRKDC|RBL1|TAF1|TAF2|TP53|CUL1|NAE1|BUB3|MAD2L2|KHDRBS1|SIN3A|SYF2|GIGYF2|FZR1|CRLF3|INO80|PAF1|KMT2E|USP28|INTS3|CDC73|ABRAXAS1|SLFN11|PABIR1|PLK5|NACC2|CCDC57,-6,MyList
CORUM,33,CORUM:508,TFIID complex,,-8.4,36,14,30242,10,500,6,1.2,0.49,6872|6874|6877|6878|6879|6882,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11,-6,MyList
CORUM,33,CORUM:6469,Set1A complex,,-8.4,36,14,30242,10,500,6,1.2,0.49,3054|5929|9070|11091|30827|84661,HCFC1|RBBP5|ASH2L|WDR5|CXXC1|DPY30,-6,MyList
CORUM,33,CORUM:6460,MLL2 complex,,-8.4,36,14,30242,10,500,6,1.2,0.49,3054|4221|5929|9070|11091|84661,HCFC1|MEN1|RBBP5|ASH2L|WDR5|DPY30,-6,MyList
GO Biological Processes,19,GO:0043631,RNA polyadenylation,19_GO:0008152 metabolic process,-8.4,13,11,30242,47,500,10,2,0.63,1479|6829|9646|9810|29894|54623|55339|79577|81608|123169,CSTF3|SUPT5H|CTR9|RNF40|CPSF1|PAF1|WDR33|CDC73|FIP1L1|LEO1,-6,MyList
Reactome Gene Sets,6,R-HSA-75955,RNA Polymerase II Transcription Elongation,,-8.3,11,10,30242,61,500,11,2.2,0.66,5431|5432|6749|6829|9646|23168|54623|55677|79577|80349|123169,POLR2B|POLR2C|SSRP1|SUPT5H|CTR9|RTF1|PAF1|IWS1|CDC73|WDR61|LEO1,-5.9,MyList
Reactome Gene Sets,6,R-HSA-112382,Formation of RNA Pol II elongation complex,,-8.3,11,10,30242,61,500,11,2.2,0.66,5431|5432|6749|6829|9646|23168|54623|55677|79577|80349|123169,POLR2B|POLR2C|SSRP1|SUPT5H|CTR9|RTF1|PAF1|IWS1|CDC73|WDR61|LEO1,-5.9,MyList
GO Biological Processes,19,GO:0006352,"DNA-templated transcription, initiation",19_GO:0008152 metabolic process,-8.3,7,8.9,30242,130,500,15,3,0.76,1385|2972|2975|6872|6873|6874|6877|6878|6879|6882|6884|7157|8467|23054|129685,CREB1|BRF1|GTF3C1|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|SMARCA5|NCOA6|TAF8,-5.9,MyList
KEGG Pathway,24,hsa03022,Basal transcription factors,,-8.3,13,10,30242,48,500,10,2,0.63,6872|6873|6874|6877|6878|6879|6882|6884|83860|129685,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3|TAF8,-5.9,MyList
KEGG Pathway,24,ko00510,N-Glycan biosynthesis,,-8.2,12,10,30242,49,500,10,2,0.63,1603|1650|1798|4249|6184|6185|57171|79868|199857|440138,DAD1|DDOST|DPAGT1|MGAT5|RPN1|RPN2|DOLPP1|ALG13|ALG14|ALG11,-5.8,MyList
GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-8.2,2.9,7,30242,761,500,37,7.4,1.2,16|678|811|833|1656|1802|1937|1984|1994|2058|2193|3035|3609|5591|7407|7555|7812|8890|8891|8893|9125|9470|9924|10657|10959|23369|23435|25904|26058|51247|51520|51611|55571|83759|120526|167227|200916,AARS1|ZFP36L2|CALR|CARS1|DDX6|DPH2|EEF1G|EIF5A|ELAVL1|EPRS1|FARSA|HARS1|ILF3|PRKDC|VARS1|CNBP|CSDE1|EIF2B4|EIF2B3|EIF2B5|CNOT9|EIF4E2|PAN2|KHDRBS1|TMED2|PUM2|TARDBP|CNOT10|GIGYF2|PAIP2|LARS1|DPH5|CNOT11|RBM4B|DNAJC24|DCP2|RPL22L1,-5.8,MyList
CORUM,33,CORUM:2730,Set1B complex,,-8.1,50,16,30242,6,500,5,1,0.44,5929|9070|11091|23067|30827,RBBP5|ASH2L|WDR5|SETD1B|CXXC1,-5.8,MyList
GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-8.1,5.7,8.3,30242,179,500,17,3.4,0.81,678|5591|5933|7157|8883|9184|10459|25949|26058|51343|65123|79577|84142|91607|116224|126520|138151,ZFP36L2|PRKDC|RBL1|TP53|NAE1|BUB3|MAD2L2|SYF2|GIGYF2|FZR1|INTS3|CDC73|ABRAXAS1|SLFN11|PABIR1|PLK5|NACC2,-5.7,MyList
CORUM,33,CORUM:2721,HCF-1 complex,,-8.1,24,12,30242,18,500,7,1.4,0.53,3054|3065|3066|6667|9070|11091|25942,HCFC1|HDAC1|HDAC2|SP1|ASH2L|WDR5|SIN3A,-5.7,MyList
CORUM,33,CORUM:5386,MLL1-WDR5 complex,,-8.1,18,11,30242,27,500,8,1.6,0.56,3054|5929|6872|6874|6878|6879|9070|11091,HCFC1|RBBP5|TAF1|TAF4|TAF6|TAF7|ASH2L|WDR5,-5.7,MyList
GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-8,3.9,7.4,30242,390,500,25,5,0.97,678|3373|4221|5591|5933|6872|7157|8883|9184|10459|25942|25949|26058|51343|54617|54623|55904|57646|65123|79577|84142|91607|116224|126520|138151,ZFP36L2|HYAL1|MEN1|PRKDC|RBL1|TAF1|TP53|NAE1|BUB3|MAD2L2|SIN3A|SYF2|GIGYF2|FZR1|INO80|PAF1|KMT2E|USP28|INTS3|CDC73|ABRAXAS1|SLFN11|PABIR1|PLK5|NACC2,-5.6,MyList
GO Biological Processes,19,GO:0006338,chromatin remodeling,19_GO:0009987 cellular process,-7.9,4.7,7.8,30242,255,500,20,4,0.88,86|3054|3065|3066|6046|6944|7259|8467|9219|9675|11164|23523|53615|54617|54623|55929|57459|64431|93973|283899,ACTL6A|HCFC1|HDAC1|HDAC2|BRD2|VPS72|TSPYL1|SMARCA5|MTA2|TTI1|NUDT5|CABIN1|MBD3|INO80|PAF1|DMAP1|GATAD2B|ACTR6|ACTR8|INO80E,-5.6,MyList
GO Biological Processes,19,GO:0072594,establishment of protein localization to organelle,19_GO:0051179 localization,-7.9,3.7,7.3,30242,422,500,26,5.2,0.99,908|1994|3621|5901|6396|6728|6950|7157|8314|9972|10055|10075|10204|10526|10575|10576|10694|10952|23435|25813|55187|55696|55929|57154|92609|129401,CCT6A|ELAVL1|ING1|RAN|SEC13|SRP19|TCP1|TP53|BAP1|NUP153|SAE1|HUWE1|NUTF2|IPO8|CCT4|CCT2|CCT8|SEC61B|TARDBP|SAMM50|VPS13D|RBM22|DMAP1|SMURF1|TIMM50|NUP35,-5.6,MyList
GO Biological Processes,19,GO:0044772,mitotic cell cycle phase transition,19_GO:0009987 cellular process,-7.9,3.7,7.3,30242,424,500,26,5.2,0.99,678|3373|5591|5933|6873|7157|8454|8883|9184|10459|10657|25942|25949|26058|51343|51379|54617|55904|65123|79577|84142|91607|116224|126520|138151|284001,ZFP36L2|HYAL1|PRKDC|RBL1|TAF2|TP53|CUL1|NAE1|BUB3|MAD2L2|KHDRBS1|SIN3A|SYF2|GIGYF2|FZR1|CRLF3|INO80|KMT2E|INTS3|CDC73|ABRAXAS1|SLFN11|PABIR1|PLK5|NACC2|CCDC57,-5.5,MyList
GO Biological Processes,19,GO:0006476,protein deacetylation,19_GO:0008152 metabolic process,-7.8,7.7,8.8,30242,102,500,13,2.6,0.71,3065|3066|3622|6421|7157|9219|23411|25855|25942|51548|51564|55758|55809,HDAC1|HDAC2|ING2|SFPQ|TP53|MTA2|SIRT1|BRMS1|SIN3A|SIRT6|HDAC7|RCOR3|TRERF1,-5.5,MyList
KEGG Pathway,24,hsa00510,N-Glycan biosynthesis,,-7.7,11,9.6,30242,55,500,10,2,0.63,1603|1650|1798|4249|6184|6185|57171|79868|199857|440138,DAD1|DDOST|DPAGT1|MGAT5|RPN1|RPN2|DOLPP1|ALG13|ALG14|ALG11,-5.3,MyList
Reactome Gene Sets,6,R-HSA-6804758,Regulation of TP53 Activity through Acetylation,,-7.6,16,11,30242,30,500,8,1.6,0.56,3065|3066|3622|7157|9219|23774|53615|57459,HDAC1|HDAC2|ING2|TP53|MTA2|BRD1|MBD3|GATAD2B,-5.3,MyList
CORUM,33,CORUM:1256,MLL-HCF complex,,-7.6,43,14,30242,7,500,5,1,0.44,3054|4221|5929|9070|11091,HCFC1|MEN1|RBBP5|ASH2L|WDR5,-5.3,MyList
CORUM,33,CORUM:2851,ING2 complex,,-7.5,28,13,30242,13,500,6,1.2,0.49,3065|3066|3622|25855|25942|79595,HDAC1|HDAC2|ING2|BRMS1|SIN3A|SAP130,-5.2,MyList
CORUM,33,CORUM:302,INO80 chromatin remodeling complex,,-7.5,28,13,30242,13,500,6,1.2,0.49,86|4798|54617|54891|93973|283899,ACTL6A|NFRKB|INO80|INO80D|ACTR8|INO80E,-5.2,MyList
GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0002376 immune system process,-7.5,3.8,7.1,30242,383,500,24,4.8,0.96,1050|1051|1385|1777|2113|2313|3635|3726|4850|5591|6670|6688|7189|9646|10766|23054|23411|23774|54623|55904|57095|79577|80349|123169,CEBPA|CEBPB|CREB1|DNASE2|ETS1|FLI1|INPP5D|JUNB|CNOT4|PRKDC|SP3|SPI1|TRAF6|CTR9|TOB2|NCOA6|SIRT1|BRD1|PAF1|KMT2E|PITHD1|CDC73|WDR61|LEO1,-5.2,MyList
GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-7.5,4.2,7.3,30242,299,500,21,4.2,0.9,678|3373|5591|5933|7157|8883|9184|10459|25942|25949|26058|51343|54617|55904|65123|79577|84142|91607|116224|126520|138151,ZFP36L2|HYAL1|PRKDC|RBL1|TP53|NAE1|BUB3|MAD2L2|SIN3A|SYF2|GIGYF2|FZR1|INO80|KMT2E|INTS3|CDC73|ABRAXAS1|SLFN11|PABIR1|PLK5|NACC2,-5.1,MyList
GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-7.4,4.2,7.3,30242,300,500,21,4.2,0.9,811|908|1385|1603|1650|3054|5591|6400|6872|6950|7157|10575|10576|10657|10694|23411|23435|29108|57646|79577|84447,CALR|CCT6A|CREB1|DAD1|DDOST|HCFC1|PRKDC|SEL1L|TAF1|TCP1|TP53|CCT4|CCT2|KHDRBS1|CCT8|SIRT1|TARDBP|PYCARD|USP28|CDC73|SYVN1,-5.1,MyList
Reactome Gene Sets,6,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,,-7.4,7.9,8.6,30242,92,500,12,2.4,0.68,5571|6749|6872|6873|6874|6877|6878|6879|6882|6884|7157|83860,PRKAG1|SSRP1|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|TAF3,-5.1,MyList
GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-7.4,4.6,7.4,30242,249,500,19,3.8,0.86,678|4221|5591|5933|7157|8883|9184|10459|25949|26058|51343|57646|65123|79577|84142|91607|116224|126520|138151,ZFP36L2|MEN1|PRKDC|RBL1|TP53|NAE1|BUB3|MAD2L2|SYF2|GIGYF2|FZR1|USP28|INTS3|CDC73|ABRAXAS1|SLFN11|PABIR1|PLK5|NACC2,-5.1,MyList
GO Biological Processes,19,GO:0035601,protein deacylation,19_GO:0008152 metabolic process,-7.3,7,8.2,30242,113,500,13,2.6,0.71,3065|3066|3622|6421|7157|9219|23411|25855|25942|51548|51564|55758|55809,HDAC1|HDAC2|ING2|SFPQ|TP53|MTA2|SIRT1|BRMS1|SIN3A|SIRT6|HDAC7|RCOR3|TRERF1,-5,MyList
GO Biological Processes,19,GO:0006367,transcription initiation from RNA polymerase II promoter,19_GO:0008152 metabolic process,-7.2,8.6,8.7,30242,77,500,11,2.2,0.66,1385|6872|6873|6874|6877|6878|6879|6882|6884|7157|129685,CREB1|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|TAF8,-4.9,MyList
CORUM,33,CORUM:888,MTA2 complex,,-7.2,38,13,30242,8,500,5,1,0.44,3065|3066|9219|25942|53615,HDAC1|HDAC2|MTA2|SIN3A|MBD3,-4.9,MyList
CORUM,33,CORUM:126,CCT complex (chaperonin containing TCP1 complex),,-7.2,38,13,30242,8,500,5,1,0.44,908|6950|10575|10576|10694,CCT6A|TCP1|CCT4|CCT2|CCT8,-4.9,MyList
Reactome Gene Sets,6,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,,-7.2,14,10,30242,34,500,8,1.6,0.56,5901|5905|6396|8086|9972|55706|129401|348995,RAN|RANGAP1|SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-4.9,MyList
