Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0051851,modulation by host of symbiont process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.5,5,4.1,30242,60,500,5,1,0.44,1072|3065|6667|6882|23435,CFL1|HDAC1|SP1|TAF11|TARDBP,-1.1,MyList
GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.5,2.3,3.3,30242,363,500,14,2.8,0.74,488|1051|3065|3066|5142|6590|6688|7189|9646|10225|11221|29108|54623|79577,ATP2A2|CEBPB|HDAC1|HDAC2|PDE4B|SLPI|SPI1|TRAF6|CTR9|CD96|DUSP10|PYCARD|PAF1|CDC73,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,,-2.5,6.5,4.4,30242,37,500,4,0.8,0.4,2874|7376|9611|64240,GPS2|NR1H2|NCOR1|ABCG5,-1.1,MyList
GO Biological Processes,19,GO:0006900,vesicle budding from membrane,19_GO:0051179 localization,-2.5,5,4,30242,61,500,5,1,0.44,6396|9892|10113|10959|79643,SEC13|SNAP91|PREB|TMED2|CHMP6,-1,MyList
GO Biological Processes,19,GO:0050779,RNA destabilization,19_GO:0048518 positive regulation of biological process,-2.5,4.1,3.8,30242,88,500,6,1.2,0.49,678|9924|23435|26058|124245|167227,ZFP36L2|PAN2|TARDBP|GIGYF2|ZC3H18|DCP2,-1,MyList
WikiPathways,27,WP2446,Retinoblastoma gene in cancer,,-2.5,4.1,3.8,30242,88,500,6,1.2,0.49,3015|3065|5591|7157|8030|25942,H2AZ1|HDAC1|PRKDC|TP53|CCDC6|SIN3A,-1,MyList
GO Biological Processes,19,GO:0034612,response to tumor necrosis factor,19_GO:0050896 response to stimulus,-2.5,2.6,3.4,30242,253,500,11,2.2,0.66,678|1050|1984|2874|3065|3373|3476|7157|7189|23411|29108,ZFP36L2|CEBPA|EIF5A|GPS2|HDAC1|HYAL1|IGBP1|TP53|TRAF6|SIRT1|PYCARD,-1,MyList
GO Biological Processes,19,GO:0042119,neutrophil activation,19_GO:0002376 immune system process,-2.5,6.4,4.3,30242,38,500,4,0.8,0.4,3684|3689|6688|55904,ITGAM|ITGB2|SPI1|KMT2E,-1,MyList
GO Biological Processes,19,GO:0046329,negative regulation of JNK cascade,19_GO:0048519 negative regulation of biological process,-2.5,6.4,4.3,30242,38,500,4,0.8,0.4,2874|4221|9611|11221,GPS2|MEN1|NCOR1|DUSP10,-1,MyList
GO Biological Processes,19,GO:0001825,blastocyst formation,19_GO:0032502 developmental process,-2.5,6.4,4.3,30242,38,500,4,0.8,0.4,86|3726|6670|9646,ACTL6A|JUNB|SP3|CTR9,-1,MyList
GO Biological Processes,19,GO:0051101,regulation of DNA binding,19_GO:0065007 biological regulation,-2.5,3.6,3.7,30242,118,500,7,1.4,0.53,3066|3397|6872|7189|10459|25942|64324,HDAC2|ID1|TAF1|TRAF6|MAD2L2|SIN3A|NSD1,-1,MyList
GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-2.4,2.6,3.4,30242,254,500,11,2.2,0.66,678|1385|3066|3397|3622|4221|6688|7157|23411|57154|63976,ZFP36L2|CREB1|HDAC2|ID1|ING2|MEN1|SPI1|TP53|SIRT1|SMURF1|PRDM16,-1,MyList
GO Biological Processes,19,GO:0098780,response to mitochondrial depolarisation,19_GO:0050896 response to stimulus,-2.4,9.6,4.8,30242,19,500,3,0.6,0.35,2874|10075|55626,GPS2|HUWE1|AMBRA1,-1,MyList
GO Biological Processes,19,GO:1900363,regulation of mRNA polyadenylation,19_GO:0050789 regulation of biological process,-2.4,9.6,4.8,30242,19,500,3,0.6,0.35,6829|9646|9810,SUPT5H|CTR9|RNF40,-1,MyList
Reactome Gene Sets,6,R-HSA-9018519,Estrogen-dependent gene expression,,-2.4,3.2,3.5,30242,150,500,8,1.6,0.56,3015|3065|5431|5432|6667|7090|8312|10735,H2AZ1|HDAC1|POLR2B|POLR2C|SP1|TLE3|AXIN1|STAG2,-1,MyList
GO Biological Processes,19,GO:0009411,response to UV,19_GO:0050896 response to stimulus,-2.4,3.2,3.5,30242,150,500,8,1.6,0.56,3373|4221|6738|6872|7157|23411|54617|57646,HYAL1|MEN1|RO60|TAF1|TP53|SIRT1|INO80|USP28,-1,MyList
KEGG Pathway,24,hsa04213,Longevity regulating pathway - multiple species,,-2.4,4.9,4,30242,62,500,5,1,0.44,3065|3066|5571|6647|23411,HDAC1|HDAC2|PRKAG1|SOD1|SIRT1,-1,MyList
KEGG Pathway,24,ko04213,Longevity regulating pathway - multiple species,,-2.4,4.9,4,30242,62,500,5,1,0.44,3065|3066|5571|6647|23411,HDAC1|HDAC2|PRKAG1|SOD1|SIRT1,-1,MyList
GO Biological Processes,19,GO:0009615,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,2.3,3.2,30242,369,500,14,2.8,0.74,1072|1937|1984|3373|3609|8725|9213|10621|11128|23369|25942|29108|81622|91607,CFL1|EEF1G|EIF5A|HYAL1|ILF3|URI1|XPR1|POLR3F|POLR3A|PUM2|SIN3A|PYCARD|UNC93B1|SLFN11,-1,MyList
GO Biological Processes,19,GO:2001020,regulation of response to DNA damage stimulus,19_GO:0050896 response to stimulus,-2.4,2.8,3.4,30242,219,500,10,2,0.63,3622|5591|7157|7913|9320|10459|23411|51548|84142|138151,ING2|PRKDC|TP53|DEK|TRIP12|MAD2L2|SIRT1|SIRT6|ABRAXAS1|NACC2,-1,MyList
WikiPathways,27,WP4352,Ciliary landscape,,-2.4,2.8,3.4,30242,219,500,10,2,0.63,1345|3065|3066|9125|10726|25904|28981|54536|55770|60412,COX6C|HDAC1|HDAC2|CNOT9|NUDC|CNOT10|IFT81|EXOC6|EXOC2|EXOC4,-1,MyList
KEGG Pathway,24,ko05166,HTLV-I infection,,-2.4,2.6,3.3,30242,256,500,11,2.2,0.66,811|1385|2113|2874|3689|5901|6688|7157|8498|9184|10393,CALR|CREB1|ETS1|GPS2|ITGB2|RAN|SPI1|TP53|RANBP3|BUB3|ANAPC10,-1,MyList
KEGG Pathway,24,hsa05166,HTLV-I infection,,-2.4,2.6,3.3,30242,256,500,11,2.2,0.66,811|1385|2113|2874|3689|5901|6688|7157|8498|9184|10393,CALR|CREB1|ETS1|GPS2|ITGB2|RAN|SPI1|TP53|RANBP3|BUB3|ANAPC10,-1,MyList
KEGG Pathway,24,ko05168,Herpes simplex infection,,-2.4,2.9,3.4,30242,185,500,9,1.8,0.59,3054|6874|6877|6878|6884|7157|7189|8454|83860,HCFC1|TAF4|TAF5|TAF6|TAF13|TP53|TRAF6|CUL1|TAF3,-1,MyList
KEGG Pathway,24,hsa05168,Herpes simplex infection,,-2.4,2.9,3.4,30242,185,500,9,1.8,0.59,3054|6874|6877|6878|6884|7157|7189|8454|83860,HCFC1|TAF4|TAF5|TAF6|TAF13|TP53|TRAF6|CUL1|TAF3,-1,MyList
KEGG Pathway,24,hsa05216,Thyroid cancer,,-2.4,6.2,4.2,30242,39,500,4,0.8,0.4,7157|7170|8030|51343,TP53|TPM3|CCDC6|FZR1,-1,MyList
Reactome Gene Sets,6,R-HSA-8853884,Transcriptional Regulation by VENTX,,-2.4,6.2,4.2,30242,39,500,4,0.8,0.4,1051|7157|10393|51343,CEBPB|TP53|ANAPC10|FZR1,-1,MyList
GO Biological Processes,19,GO:1904589,regulation of protein import,19_GO:0051179 localization,-2.4,4.8,3.9,30242,63,500,5,1,0.44,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-0.99,MyList
WikiPathways,27,WP3945,TYROBP causal network in microglia,,-2.4,4.8,3.9,30242,63,500,5,1,0.44,678|3684|3689|29108|79690,ZFP36L2|ITGAM|ITGB2|PYCARD|GAL3ST4,-0.99,MyList
GO Biological Processes,19,GO:0008406,gonad development,19_GO:0022414 reproductive process,-2.4,2.7,3.4,30242,221,500,10,2,0.63,1051|3622|6647|6874|7543|7812|8890|8893|23411|25976,CEBPB|ING2|SOD1|TAF4|ZFX|CSDE1|EIF2B4|EIF2B5|SIRT1|TIPARP,-0.99,MyList
GO Biological Processes,19,GO:0034644,cellular response to UV,19_GO:0050896 response to stimulus,-2.4,4,3.7,30242,91,500,6,1.2,0.49,3373|6872|7157|23411|54617|57646,HYAL1|TAF1|TP53|SIRT1|INO80|USP28,-0.98,MyList
Reactome Gene Sets,6,R-HSA-70326,Glucose metabolism,,-2.4,4,3.7,30242,91,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-0.98,MyList
KEGG Pathway,24,ko03015,mRNA surveillance pathway,,-2.4,4,3.7,30242,91,500,6,1.2,0.49,1477|1479|10898|29894|55339|81608,CSTF1|CSTF3|CPSF4|CPSF1|WDR33|FIP1L1,-0.98,MyList
GO Biological Processes,19,GO:0001704,formation of primary germ layer,19_GO:0032502 developmental process,-2.4,3.5,3.6,30242,121,500,7,1.4,0.53,3689|9646|23168|54623|60412|79577|123169,ITGB2|CTR9|RTF1|PAF1|EXOC4|CDC73|LEO1,-0.98,MyList
GO Biological Processes,19,GO:0043966,histone H3 acetylation,19_GO:0008152 metabolic process,-2.4,4.7,3.9,30242,64,500,5,1,0.44,6688|11091|23411|23774|25942,SPI1|WDR5|SIRT1|BRD1|SIN3A,-0.97,MyList
Canonical Pathways,11,M200,PID ERA GENOMIC PATHWAY,,-2.4,4.7,3.9,30242,64,500,5,1,0.44,1051|3065|6647|9039|9611,CEBPB|HDAC1|SOD1|UBA3|NCOR1,-0.97,MyList
GO Biological Processes,19,GO:0045670,regulation of osteoclast differentiation,19_GO:0002376 immune system process,-2.4,4.7,3.9,30242,64,500,5,1,0.44,1051|1385|3635|7189|10766,CEBPB|CREB1|INPP5D|TRAF6|TOB2,-0.97,MyList
GO Biological Processes,19,GO:0032930,positive regulation of superoxide anion generation,19_GO:0048518 positive regulation of biological process,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,3684|3689|6647,ITGAM|ITGB2|SOD1,-0.97,MyList
GO Biological Processes,19,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,7009|10525|84447,TMBIM6|HYOU1|SYVN1,-0.97,MyList
GO Biological Processes,19,GO:2000678,negative regulation of transcription regulatory region DNA binding,19_GO:0065007 biological regulation,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,6872|10459|25942,TAF1|MAD2L2|SIN3A,-0.97,MyList
GO Biological Processes,19,GO:0002888,positive regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,3684|3689|6688,ITGAM|ITGB2|SPI1,-0.97,MyList
GO Biological Processes,19,GO:0001832,blastocyst growth,19_GO:0040007 growth,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,9646|23168|129685,CTR9|RTF1|TAF8,-0.97,MyList
Reactome Gene Sets,6,R-HSA-3232118,SUMOylation of transcription factors,,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,6613|6670|7157,SUMO2|SP3|TP53,-0.97,MyList
GO Biological Processes,19,GO:0009129,pyrimidine nucleoside monophosphate metabolic process,19_GO:0008152 metabolic process,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,1723|7371|51727,DHODH|UCK2|CMPK1,-0.97,MyList
GO Biological Processes,19,GO:0002283,neutrophil activation involved in immune response,19_GO:0002376 immune system process,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,3684|3689|6688,ITGAM|ITGB2|SPI1,-0.97,MyList
GO Biological Processes,19,GO:1901998,toxin transport,19_GO:0051179 localization,-2.4,6,4.1,30242,40,500,4,0.8,0.4,6950|10575|10576|10694,TCP1|CCT4|CCT2|CCT8,-0.97,MyList
GO Biological Processes,19,GO:0007339,binding of sperm to zona pellucida,19_GO:0051704 multi-organism process,-2.4,6,4.1,30242,40,500,4,0.8,0.4,6950|10575|10576|10694,TCP1|CCT4|CCT2|CCT8,-0.97,MyList
WikiPathways,27,WP4844,Influence of laminopathies on Wnt signaling,,-2.4,6,4.1,30242,40,500,4,0.8,0.4,1050|1051|1052|8312,CEBPA|CEBPB|CEBPD|AXIN1,-0.97,MyList
GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-2.4,2.6,3.3,30242,260,500,11,2.2,0.66,678|1385|3066|3397|3622|4221|6688|7157|23411|57154|63976,ZFP36L2|CREB1|HDAC2|ID1|ING2|MEN1|SPI1|TP53|SIRT1|SMURF1|PRDM16,-0.96,MyList
GO Biological Processes,19,GO:1903312,negative regulation of mRNA metabolic process,19_GO:0048519 negative regulation of biological process,-2.4,3.9,3.7,30242,92,500,6,1.2,0.49,1994|6829|9646|9810|9967|23435,ELAVL1|SUPT5H|CTR9|RNF40|THRAP3|TARDBP,-0.96,MyList
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-2.4,2.3,3.2,30242,376,500,14,2.8,0.74,1050|3066|3336|6613|6872|8078|8312|9810|23411|29108|51343|51548|57154|116224,CEBPA|HDAC2|HSPE1|SUMO2|TAF1|USP5|AXIN1|RNF40|SIRT1|PYCARD|FZR1|SIRT6|SMURF1|PABIR1,-0.96,MyList
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-2.4,2.3,3.2,30242,376,500,14,2.8,0.74,2874|3635|5142|5591|6421|7189|8890|8891|8893|10657|23308|25942|29108|123920,GPS2|INPP5D|PDE4B|PRKDC|SFPQ|TRAF6|EIF2B4|EIF2B3|EIF2B5|KHDRBS1|ICOSLG|SIN3A|PYCARD|CMTM3,-0.96,MyList
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.4,2.7,3.3,30242,224,500,10,2,0.63,3065|3622|4335|5478|7009|8725|10525|23411|51530|84447,HDAC1|ING2|MNT|PPIA|TMBIM6|URI1|HYOU1|SIRT1|ZC3HC1|SYVN1,-0.96,MyList
Reactome Gene Sets,6,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,,-2.4,4.7,3.8,30242,65,500,5,1,0.44,5431|5432|6749|6829|7157,POLR2B|POLR2C|SSRP1|SUPT5H|TP53,-0.95,MyList
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-2.4,2.2,3.1,30242,418,500,15,3,0.76,3015|5901|5905|6396|8086|9184|9972|10393|10726|10735|23383|55706|79643|129401|348995,H2AZ1|RAN|RANGAP1|SEC13|AAAS|BUB3|NUP153|ANAPC10|NUDC|STAG2|MAU2|NDC1|CHMP6|NUP35|NUP43,-0.95,MyList
GO Biological Processes,19,GO:0071482,cellular response to light stimulus,19_GO:0050896 response to stimulus,-2.3,3.4,3.5,30242,124,500,7,1.4,0.53,3373|6872|7157|23411|25769|54617|57646,HYAL1|TAF1|TP53|SIRT1|SLC24A2|INO80|USP28,-0.93,MyList
GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-2.3,2.4,3.2,30242,301,500,12,2.4,0.68,1385|3065|3066|3572|4825|6285|6647|8890|8891|8893|11221|400746,CREB1|HDAC1|HDAC2|IL6ST|NKX6-1|S100B|SOD1|EIF2B4|EIF2B3|EIF2B5|DUSP10|NCMAP,-0.93,MyList
Canonical Pathways,11,M255,PID HIF1 TFPATHWAY,,-2.3,4.6,3.8,30242,66,500,5,1,0.44,1385|2113|3689|6667|51564,CREB1|ETS1|ITGB2|SP1|HDAC7,-0.92,MyList
WikiPathways,27,WP2374,Oncostatin M signaling pathway,,-2.3,4.6,3.8,30242,66,500,5,1,0.44,1051|1385|3572|3726|7157,CEBPB|CREB1|IL6ST|JUNB|TP53,-0.92,MyList
Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-2.3,3.1,3.4,30242,157,500,8,1.6,0.56,1385|3684|3689|6285|7184|7189|8454|81622,CREB1|ITGAM|ITGB2|S100B|HSP90B1|TRAF6|CUL1|UNC93B1,-0.92,MyList
KEGG Pathway,24,hsa03015,mRNA surveillance pathway,,-2.3,3.9,3.6,30242,94,500,6,1.2,0.49,1477|1479|10898|29894|55339|81608,CSTF1|CSTF3|CPSF4|CPSF1|WDR33|FIP1L1,-0.92,MyList
GO Biological Processes,19,GO:0051702,biological process involved in interaction with symbiont,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,3.9,3.6,30242,94,500,6,1.2,0.49,1072|3065|6667|6882|23435|117159,CFL1|HDAC1|SP1|TAF11|TARDBP|DCD,-0.92,MyList
GO Biological Processes,19,GO:0030316,osteoclast differentiation,19_GO:0002376 immune system process,-2.3,3.9,3.6,30242,94,500,6,1.2,0.49,1051|1385|3635|3726|7189|10766,CEBPB|CREB1|INPP5D|JUNB|TRAF6|TOB2,-0.92,MyList
GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-2.3,2.7,3.3,30242,227,500,10,2,0.63,1051|3622|6647|6874|7543|7812|8890|8893|23411|25976,CEBPB|ING2|SOD1|TAF4|ZFX|CSDE1|EIF2B4|EIF2B5|SIRT1|TIPARP,-0.92,MyList
Reactome Gene Sets,6,R-HSA-5620916,VxPx cargo-targeting to cilium,,-2.3,8.6,4.5,30242,21,500,3,0.6,0.35,54536|55770|60412,EXOC6|EXOC2|EXOC4,-0.92,MyList
GO Biological Processes,19,GO:0046931,pore complex assembly,19_GO:0009987 cellular process,-2.3,8.6,4.5,30242,21,500,3,0.6,0.35,9972|10694|55706,NUP153|CCT8|NDC1,-0.92,MyList
Reactome Gene Sets,6,R-HSA-901032,ER Quality Control Compartment (ERQC),,-2.3,8.6,4.5,30242,21,500,3,0.6,0.35,6400|56886|84447,SEL1L|UGGT1|SYVN1,-0.92,MyList
CORUM,33,CORUM:5614,Emerin complex 32,,-2.3,8.6,4.5,30242,21,500,3,0.6,0.35,3065|5933|84661,HDAC1|RBL1|DPY30,-0.92,MyList
GO Biological Processes,19,GO:0006450,regulation of translational fidelity,19_GO:0065007 biological regulation,-2.3,8.6,4.5,30242,21,500,3,0.6,0.35,16|7407|51520,AARS1|VARS1|LARS1,-0.92,MyList
GO Biological Processes,19,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,19_GO:0048519 negative regulation of biological process,-2.3,3.8,3.6,30242,95,500,6,1.2,0.49,2874|5478|6872|9320|10459|11146,GPS2|PPIA|TAF1|TRIP12|MAD2L2|GLMN,-0.9,MyList
GO Biological Processes,19,GO:0001933,negative regulation of protein phosphorylation,19_GO:0048519 negative regulation of biological process,-2.3,2.3,3.1,30242,343,500,13,2.6,0.71,1050|4221|5478|5591|6879|10959|11221|23411|23435|29108|79643|93650|199731,CEBPA|MEN1|PPIA|PRKDC|TAF7|TMED2|DUSP10|SIRT1|TARDBP|PYCARD|CHMP6|ACP4|CADM4,-0.9,MyList
Reactome Gene Sets,6,R-HSA-163841,"Gamma carboxylation, hypusine formation and arylsulfatase activation",,-2.3,5.8,4,30242,42,500,4,0.8,0.4,1802|1984|51611|120526,DPH2|EIF5A|DPH5|DNAJC24,-0.9,MyList
GO Biological Processes,19,GO:0045687,positive regulation of glial cell differentiation,19_GO:0048518 positive regulation of biological process,-2.3,5.8,4,30242,42,500,4,0.8,0.4,3065|3066|3572|4825,HDAC1|HDAC2|IL6ST|NKX6-1,-0.9,MyList
GO Biological Processes,19,GO:0000413,protein peptidyl-prolyl isomerization,19_GO:0008152 metabolic process,-2.3,5.8,4,30242,42,500,4,0.8,0.4,4820|5478|10450|23759,NKTR|PPIA|PPIE|PPIL2,-0.9,MyList
Canonical Pathways,11,M105,PID TELOMERASE PATHWAY,,-2.3,4.5,3.7,30242,67,500,5,1,0.44,3065|3066|6667|6670|25942,HDAC1|HDAC2|SP1|SP3|SIN3A,-0.9,MyList
KEGG Pathway,24,hsa05213,Endometrial cancer,,-2.3,4.5,3.7,30242,67,500,5,1,0.44,6037|7157|8312|22883|51343,RNASE3|TP53|AXIN1|CLSTN1|FZR1,-0.9,MyList
GO Biological Processes,19,GO:0071356,cellular response to tumor necrosis factor,19_GO:0050896 response to stimulus,-2.3,2.6,3.2,30242,229,500,10,2,0.63,678|1050|1984|2874|3065|3373|7157|7189|23411|29108,ZFP36L2|CEBPA|EIF5A|GPS2|HDAC1|HYAL1|TP53|TRAF6|SIRT1|PYCARD,-0.9,MyList
GO Biological Processes,19,GO:2001235,positive regulation of apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2.3,3.4,3.4,30242,126,500,7,1.4,0.53,1984|6421|6647|7157|23411|29108|138151,EIF5A|SFPQ|SOD1|TP53|SIRT1|PYCARD|NACC2,-0.9,MyList
GO Biological Processes,19,GO:0045444,fat cell differentiation,19_GO:0032502 developmental process,-2.3,2.6,3.2,30242,230,500,10,2,0.63,678|1050|1051|1385|2874|11221|23411|28971|63976|129685,ZFP36L2|CEBPA|CEBPB|CREB1|GPS2|DUSP10|SIRT1|AAMDC|PRDM16|TAF8,-0.89,MyList
GO Biological Processes,19,GO:0006310,DNA recombination,19_GO:0008152 metabolic process,-2.3,2.4,3.1,30242,306,500,12,2.4,0.68,86|4798|5591|6421|10459|51377|51548|54617|54891|93973|121260|283899,ACTL6A|NFRKB|PRKDC|SFPQ|MAD2L2|UCHL5|SIRT6|INO80|INO80D|ACTR8|SLC15A4|INO80E,-0.88,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-2.3,2.1,3,30242,468,500,16,3.2,0.79,1051|1385|3065|3066|3572|3603|5142|6647|7189|9173|10621|11128|11146|23411|29108|126259,CEBPB|CREB1|HDAC1|HDAC2|IL6ST|IL16|PDE4B|SOD1|TRAF6|IL1RL1|POLR3F|POLR3A|GLMN|SIRT1|PYCARD|TMIGD2,-0.88,MyList
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-2.3,2.1,3,30242,427,500,15,3,0.76,678|1051|2874|3635|5591|6647|6670|6688|7157|7189|10803|11221|84447|96459|222487,ZFP36L2|CEBPB|GPS2|INPP5D|PRKDC|SOD1|SP3|SPI1|TP53|TRAF6|CCR9|DUSP10|SYVN1|FNIP1|ADGRG3,-0.88,MyList
GO Biological Processes,19,GO:0060965,negative regulation of gene silencing by miRNA,19_GO:0048519 negative regulation of biological process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,1994|7157|9611,ELAVL1|TP53|NCOR1,-0.87,MyList
GO Biological Processes,19,GO:0006359,regulation of transcription by RNA polymerase III,19_GO:0050789 regulation of biological process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,1050|2972|10621,CEBPA|BRF1|POLR3F,-0.87,MyList
GO Biological Processes,19,GO:0043486,histone exchange,19_GO:0009987 cellular process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,6944|55929|64431,VPS72|DMAP1|ACTR6,-0.87,MyList
GO Biological Processes,19,GO:0009220,pyrimidine ribonucleotide biosynthetic process,19_GO:0008152 metabolic process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,1723|7371|51727,DHODH|UCK2|CMPK1,-0.87,MyList
GO Biological Processes,19,GO:0002320,lymphoid progenitor cell differentiation,19_GO:0002376 immune system process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,5591|6688|96459,PRKDC|SPI1|FNIP1,-0.87,MyList
WikiPathways,27,WP3657,Hematopoietic stem cell gene regulation by GABP alpha/beta complex,,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,1788|2553|7543,DNMT3A|GABPB1|ZFX,-0.87,MyList
GO Biological Processes,19,GO:0031061,negative regulation of histone methylation,19_GO:0048519 negative regulation of biological process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,5252|11091|23411,PHF1|WDR5|SIRT1,-0.87,MyList
GO Biological Processes,19,GO:2000773,negative regulation of cellular senescence,19_GO:0048519 negative regulation of biological process,-2.3,8.2,4.4,30242,22,500,3,0.6,0.35,5591|5933|23411,PRKDC|RBL1|SIRT1,-0.87,MyList
Reactome Gene Sets,6,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,,-2.2,2.3,3.1,30242,309,500,12,2.4,0.68,8454|9039|9320|10075|10393|11146|23352|51343|55236|57154|80204|90025,CUL1|UBA3|TRIP12|HUWE1|ANAPC10|GLMN|UBR4|FZR1|UBA6|SMURF1|FBXO11|UBE3D,-0.86,MyList
GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-2.2,2,3,30242,514,500,17,3.4,0.81,2850|3065|3684|3689|4825|5478|5901|5905|7376|8314|10055|10075|10204|23435|26297|55696|55929,GPR27|HDAC1|ITGAM|ITGB2|NKX6-1|PPIA|RAN|RANGAP1|NR1H2|BAP1|SAE1|HUWE1|NUTF2|TARDBP|SERGEF|RBM22|DMAP1,-0.85,MyList
Reactome Gene Sets,6,R-HSA-2559583,Cellular Senescence,,-2.2,2.8,3.2,30242,197,500,9,1.8,0.59,1051|2113|3015|3397|6667|7157|10393|23523|51343,CEBPB|ETS1|H2AZ1|ID1|SP1|TP53|ANAPC10|CABIN1|FZR1,-0.85,MyList
GO Biological Processes,19,GO:0036230,granulocyte activation,19_GO:0002376 immune system process,-2.2,5.5,3.9,30242,44,500,4,0.8,0.4,3684|3689|6688|55904,ITGAM|ITGB2|SPI1|KMT2E,-0.84,MyList
GO Biological Processes,19,GO:1903573,negative regulation of response to endoplasmic reticulum stress,19_GO:0048519 negative regulation of biological process,-2.2,5.5,3.9,30242,44,500,4,0.8,0.4,7009|7376|10525|84447,TMBIM6|NR1H2|HYOU1|SYVN1,-0.84,MyList
GO Biological Processes,19,GO:0030521,androgen receptor signaling pathway,19_GO:0023052 signaling,-2.2,5.5,3.9,30242,44,500,4,0.8,0.4,3065|9611|23411|55128,HDAC1|NCOR1|SIRT1|TRIM68,-0.84,MyList
Canonical Pathways,11,M285,PID HNF3A PATHWAY,,-2.2,5.5,3.9,30242,44,500,4,0.8,0.4,1051|1562|6647|6667,CEBPB|CYP2C18|SOD1|SP1,-0.84,MyList
GO Biological Processes,19,GO:0006282,regulation of DNA repair,19_GO:0050896 response to stimulus,-2.2,3.3,3.3,30242,130,500,7,1.4,0.53,5591|7913|9320|10459|23411|51548|84142,PRKDC|DEK|TRIP12|MAD2L2|SIRT1|SIRT6|ABRAXAS1,-0.84,MyList
Canonical Pathways,11,M167,PID AP1 PATHWAY,,-2.2,4.3,3.6,30242,70,500,5,1,0.44,1385|2113|3726|6667|7157,CREB1|ETS1|JUNB|SP1|TP53,-0.83,MyList
Reactome Gene Sets,6,R-HSA-400253,Circadian Clock,,-2.2,4.3,3.6,30242,70,500,5,1,0.44,1385|8454|9611|23054|23411,CREB1|CUL1|NCOR1|NCOA6|SIRT1,-0.83,MyList
GO Biological Processes,19,GO:0071514,genetic imprinting,19_GO:0050789 regulation of biological process,-2.2,7.9,4.3,30242,23,500,3,0.6,0.35,1788|9646|359787,DNMT3A|CTR9|DPPA3,-0.82,MyList
Reactome Gene Sets,6,R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,,-2.2,7.9,4.3,30242,23,500,3,0.6,0.35,5431|5432|6829,POLR2B|POLR2C|SUPT5H,-0.82,MyList
